"Date","Price","Open","High","Low","Vol.","Change %"
"11/18/2019","8,308.24","8,333.06","8,333.06","8,307.80","","-0.05%"
"11/15/2019","8,312.19","8,282.13","8,319.80","8,282.13","","0.89%"
"11/14/2019","8,238.98","8,241.26","8,241.59","8,234.75","","-0.04%"
"11/13/2019","8,242.50","8,250.85","8,254.62","8,242.50","","-0.08%"
"11/12/2019","8,249.43","8,250.31","8,252.87","8,245.56","","0.27%"
"11/11/2019","8,227.02","8,233.24","8,238.37","8,226.45","","0.18%"
"11/08/2019","8,212.21","8,221.09","8,222.27","8,211.71","","-0.24%"
"11/07/2019","8,232.21","8,226.96","8,236.27","8,226.96","","0.31%"
"11/06/2019","8,206.74","8,208.54","8,213.47","8,206.74","","-0.25%"
"11/05/2019","8,226.97","8,226.90","8,234.27","8,226.04","","0.23%"
"11/04/2019","8,208.43","8,199.38","8,211.67","8,199.38","","1.14%"
"11/01/2019","8,115.54","8,086.12","8,117.40","8,084.69","","0.08%"
"10/31/2019","8,108.95","8,108.09","8,110.31","8,100.76","","0.58%"
"10/30/2019","8,061.92","8,058.89","8,068.89","8,058.36","","-0.47%"
"10/29/2019","8,099.98","8,098.95","8,105.62","8,096.46","","0.39%"
"10/28/2019","8,068.68","8,057.96","8,074.01","8,057.96","","1.75%"
"10/25/2019","7,930.28","7,923.74","7,933.61","7,921.75","","-0.27%"
"10/24/2019","7,951.46","7,940.99","7,951.46","7,936.22","","1.15%"
"10/23/2019","7,860.91","7,859.02","7,863.12","7,857.40","","-1.30%"
"10/22/2019","7,964.08","7,968.47","7,970.00","7,964.08","","0.82%"
"10/21/2019","7,899.64","7,893.13","7,899.95","7,891.32","","-0.72%"
"10/18/2019","7,956.54","7,946.62","7,956.54","7,936.68","","-0.09%"
"10/17/2019","7,963.53","7,955.69","7,964.38","7,955.69","","0.56%"
"10/16/2019","7,919.38","7,930.79","7,936.05","7,918.12","","0.70%"
"10/15/2019","7,864.11","7,859.36","7,866.27","7,859.36","","0.38%"
"10/14/2019","7,834.45","7,836.77","7,836.84","7,832.75","","0.23%"
"10/11/2019","7,816.69","7,803.49","7,816.80","7,803.20","","1.66%"
"10/10/2019","7,689.00","7,683.45","7,690.70","7,683.05","","0.37%"
"10/09/2019","7,660.91","7,652.52","7,661.66","7,644.57","","-0.29%"
"10/08/2019","7,683.14","7,700.71","7,700.71","7,683.14","","-0.65%"
"10/07/2019","7,733.45","7,745.15","7,746.13","7,733.45","","0.79%"
"10/04/2019","7,672.83","7,640.36","7,673.83","7,637.87","","1.55%"
"10/03/2019","7,555.36","7,546.64","7,555.36","7,542.77","","-1.14%"
"10/02/2019","7,642.75","7,656.04","7,656.04","7,634.39","","-1.68%"
"10/01/2019","7,773.20","7,766.36","7,773.20","7,766.22","","0.95%"
"09/30/2019","7,699.80","7,699.51","7,700.92","7,694.26","","-1.10%"
"09/27/2019","7,785.73","7,774.71","7,785.73","7,773.01","","-0.14%"
"09/26/2019","7,796.73","7,804.10","7,806.31","7,791.83","","1.09%"
"09/25/2019","7,713.01","7,703.36","7,716.13","7,703.30","","-1.82%"
"09/24/2019","7,855.74","7,838.23","7,855.74","7,837.42","","0.53%"
"09/23/2019","7,814.32","7,819.60","7,820.59","7,812.72","","-1.16%"
"09/20/2019","7,905.79","7,909.88","7,916.30","7,905.79","","0.04%"
"09/19/2019","7,902.47","7,889.44","7,909.59","7,889.44","","0.31%"
"09/18/2019","7,878.41","7,880.29","7,883.88","7,878.41","","0.29%"
"09/17/2019","7,855.58","7,850.35","7,855.58","7,845.30","","0.22%"
"09/16/2019","7,838.65","7,860.14","7,861.54","7,838.65","","-0.83%"
"09/13/2019","7,904.53","7,929.73","7,930.31","7,904.53","","-0.35%"
"09/12/2019","7,932.01","7,915.97","7,932.01","7,915.42","","1.45%"
"09/11/2019","7,818.89","7,822.07","7,825.39","7,818.69","","0.25%"
"09/10/2019","7,799.47","7,818.00","7,818.15","7,799.47","","-1.00%"
"09/09/2019","7,878.37","7,863.74","7,878.37","7,863.66","","0.12%"
"09/06/2019","7,868.70","7,874.32","7,874.85","7,861.40","","0.87%"
"09/05/2019","7,800.82","7,785.02","7,800.82","7,783.87","","1.71%"
"09/04/2019","7,669.49","7,657.73","7,671.92","7,656.43","","0.33%"
"09/03/2019","7,644.45","7,651.88","7,664.73","7,644.45","","-1.14%"
"08/30/2019","7,732.94","7,728.11","7,734.34","7,727.69","","0.86%"
"08/29/2019","7,666.65","7,655.02","7,666.65","7,655.02","","1.70%"
"08/28/2019","7,538.66","7,536.66","7,552.57","7,536.40","","-1.01%"
"08/27/2019","7,615.92","7,590.05","7,615.92","7,589.26","","0.96%"
"08/26/2019","7,543.46","7,520.80","7,546.51","7,518.16","","-1.52%"
"08/23/2019","7,659.96","7,678.68","7,681.76","7,650.96","","-1.09%"
"08/22/2019","7,744.66","7,743.10","7,751.68","7,740.04","","0.22%"
"08/21/2019","7,727.62","7,695.91","7,727.62","7,695.91","","0.21%"
"08/20/2019","7,711.73","7,727.04","7,731.88","7,711.64","","0.24%"
"08/19/2019","7,693.39","7,673.93","7,693.68","7,673.42","","1.73%"
"08/16/2019","7,562.77","7,543.13","7,565.49","7,535.16","","0.70%"
"08/15/2019","7,510.25","7,501.36","7,529.02","7,496.99","","-1.24%"
"08/14/2019","7,604.26","7,639.24","7,639.24","7,604.26","","0.52%"
"08/13/2019","7,564.80","7,561.68","7,564.80","7,545.83","","-0.52%"
"08/12/2019","7,604.59","7,611.13","7,613.28","7,604.59","","-1.11%"
"08/09/2019","7,689.75","7,685.84","7,691.64","7,680.13","","1.20%"
"08/08/2019","7,598.50","7,577.00","7,600.27","7,575.03","","2.14%"
"08/07/2019","7,439.01","7,481.61","7,488.96","7,438.02","","-0.69%"
"08/06/2019","7,490.79","7,474.11","7,492.29","7,463.25","","-0.50%"
"08/05/2019","7,528.57","7,556.64","7,557.90","7,525.22","","-2.92%"
"08/02/2019","7,755.11","7,758.00","7,773.75","7,744.24","","-1.36%"
"08/01/2019","7,862.28","7,863.21","7,867.03","7,857.99","","-1.39%"
"07/31/2019","7,973.12","7,993.57","7,993.57","7,973.12","","0.46%"
"07/30/2019","7,936.26","7,951.14","7,952.81","7,932.25","","-0.92%"
"07/29/2019","8,010.13","8,015.47","8,016.52","8,009.90","","0.35%"
"07/26/2019","7,982.43","7,990.70","7,996.00","7,982.43","","-0.05%"
"07/25/2019","7,986.40","8,002.25","8,008.77","7,982.89","","0.71%"
"07/24/2019","7,929.71","7,942.86","7,948.22","7,928.88","","-0.10%"
"07/23/2019","7,937.61","7,929.79","7,937.61","7,929.79","","0.93%"
"07/22/2019","7,864.17","7,848.15","7,864.17","7,848.15","","-1.20%"
"07/19/2019","7,959.48","7,933.76","7,968.34","7,933.61","","1.30%"
"07/18/2019","7,857.29","7,866.05","7,870.97","7,857.29","","-0.92%"
"07/17/2019","7,930.05","7,931.82","7,935.16","7,927.39","","-0.31%"
"07/16/2019","7,954.45","7,961.92","7,962.80","7,954.45","","-0.07%"
"07/15/2019","7,960.17","7,954.73","7,961.80","7,953.85","","0.80%"
"07/12/2019","7,896.97","7,902.36","7,904.45","7,896.97","","-0.27%"
"07/11/2019","7,918.13","7,922.86","7,927.30","7,916.88","","0.62%"
"07/10/2019","7,869.55","7,821.98","7,875.32","7,821.91","","1.45%"
"07/09/2019","7,756.78","7,771.33","7,771.86","7,756.49","","-0.55%"
"07/08/2019","7,799.77","7,810.43","7,811.98","7,799.77","","-0.17%"
"07/05/2019","7,812.96","7,849.28","7,851.25","7,812.96","","0.02%"
"07/03/2019","7,811.28","7,812.82","7,814.18","7,808.50","","0.63%"
"07/02/2019","7,762.33","7,759.18","7,762.81","7,758.79","","-0.45%"
"07/01/2019","7,797.19","7,780.24","7,797.19","7,778.80","","1.68%"
"06/28/2019","7,668.21","7,665.19","7,672.46","7,664.83","","0.27%"
"06/27/2019","7,647.53","7,647.73","7,650.61","7,645.42","","0.08%"
"06/26/2019","7,641.30","7,645.40","7,646.23","7,622.14","","-1.03%"
"06/25/2019","7,720.56","7,718.27","7,722.83","7,716.97","","-0.17%"
"06/24/2019","7,733.35","7,735.84","7,738.54","7,732.66","","0.12%"
"06/21/2019","7,724.03","7,710.76","7,729.41","7,706.22","","-0.49%"
"06/20/2019","7,762.41","7,741.97","7,769.52","7,741.97","","1.42%"
"06/19/2019","7,654.04","7,649.66","7,654.04","7,649.52","","0.67%"
"06/18/2019","7,603.19","7,579.91","7,603.19","7,577.82","","1.46%"
"06/17/2019","7,493.73","7,494.66","7,496.39","7,491.45","","0.26%"
"06/14/2019","7,474.64","7,471.80","7,477.33","7,470.64","","-0.26%"
"06/13/2019","7,493.82","7,489.80","7,495.44","7,489.80","","0.07%"
"06/12/2019","7,488.44","7,482.14","7,489.28","7,481.44","","-1.10%"
"06/11/2019","7,571.71","7,554.28","7,571.71","7,552.58","","1.41%"
"06/10/2019","7,466.66","7,467.72","7,472.34","7,460.99","","2.15%"
"06/07/2019","7,309.42","7,286.96","7,309.42","7,273.88","","1.10%"
"06/06/2019","7,229.59","7,229.70","7,232.03","7,213.87","","0.11%"
"06/05/2019","7,221.31","7,219.35","7,221.31","7,205.75","","2.61%"
"06/04/2019","7,037.36","7,009.58","7,038.52","7,009.58","","-0.96%"
"06/03/2019","7,105.80","7,097.50","7,106.99","7,093.90","","-0.77%"
"05/31/2019","7,160.59","7,169.88","7,175.92","7,160.59","","-1.00%"
"05/30/2019","7,233.27","7,226.34","7,237.97","7,226.29","","-0.06%"
"05/29/2019","7,237.37","7,241.61","7,241.61","7,236.38","","-1.13%"
"05/28/2019","7,320.05","7,307.38","7,320.70","7,307.38","","-0.32%"
"05/24/2019","7,343.59","7,326.21","7,343.59","7,326.21","","0.05%"
"05/23/2019","7,340.06","7,351.83","7,360.54","7,340.06","","-0.96%"
"05/22/2019","7,411.35","7,406.49","7,413.91","7,399.21","","-0.35%"
"05/21/2019","7,437.67","7,415.23","7,437.67","7,415.23","","0.54%"
"05/20/2019","7,397.61","7,426.10","7,428.04","7,390.03","","-1.48%"
"05/17/2019","7,508.60","7,529.64","7,531.43","7,507.87","","0.02%"
"05/16/2019","7,506.97","7,521.52","7,525.40","7,503.62","","1.97%"
"05/15/2019","7,361.93","7,385.83","7,385.83","7,360.87","","-0.03%"
"05/14/2019","7,364.39","7,369.16","7,370.53","7,356.35","","-0.56%"
"05/13/2019","7,405.88","7,449.82","7,449.82","7,405.88","","-1.94%"
"05/10/2019","7,552.41","7,551.08","7,556.85","7,538.33","","0.06%"
"05/09/2019","7,547.71","7,575.98","7,577.77","7,547.71","","-0.92%"
"05/08/2019","7,617.50","7,615.82","7,629.05","7,600.12","","-1.39%"
"05/07/2019","7,724.57","7,737.63","7,746.15","7,715.23","","0.66%"
"05/06/2019","7,674.11","7,709.80","7,717.17","7,674.11","","-1.27%"
"05/03/2019","7,772.67","7,757.19","7,772.67","7,751.00","","0.26%"
"05/02/2019","7,752.37","7,761.21","7,763.74","7,751.81","","-1.05%"
"05/01/2019","7,834.67","7,837.57","7,840.86","7,834.67","","0.78%"
"04/30/2019","7,774.26","7,782.21","7,782.21","7,767.70","","-0.67%"
"04/29/2019","7,826.52","7,829.45","7,831.31","7,825.97","","0.35%"
"04/26/2019","7,798.98","7,788.52","7,809.63","7,786.10","","-0.63%"
"04/25/2019","7,848.11","7,857.33","7,869.58","7,848.11","","0.42%"
"04/24/2019","7,815.48","7,822.64","7,825.34","7,815.48","","1.18%"
"04/23/2019","7,724.46","7,727.63","7,729.07","7,723.87","","0.75%"
"04/22/2019","7,666.98","7,675.85","7,675.85","7,666.98","","-0.53%"
"04/18/2019","7,707.98","7,673.96","7,717.59","7,670.45","","0.06%"
"04/17/2019","7,703.59","7,690.68","7,706.19","7,690.06","","0.75%"
"04/16/2019","7,645.98","7,645.26","7,646.94","7,644.20","","0.25%"
"04/15/2019","7,627.03","7,624.81","7,627.03","7,623.83","","0.08%"
"04/12/2019","7,620.64","7,614.07","7,622.24","7,613.91","","0.03%"
"04/11/2019","7,618.15","7,615.57","7,618.15","7,613.70","","0.52%"
"04/10/2019","7,578.84","7,574.08","7,578.87","7,572.18","","0.02%"
"04/09/2019","7,577.59","7,601.46","7,601.46","7,577.59","","0.15%"
