"Date","Price","Open","High","Low","Vol.","Change %"
"02/09/2016","3,900.23","3,935.92","3,935.92","3,900.23","","-1.55%"
"02/08/2016","3,961.80","3,956.80","3,966.23","3,954.43","","-4.65%"
"02/05/2016","4,154.95","4,162.98","4,162.99","4,153.11","","-0.17%"
"02/04/2016","4,161.83","4,156.88","4,161.83","4,148.10","","-1.23%"
"02/03/2016","4,213.84","4,198.41","4,213.84","4,198.41","","-1.47%"
"02/02/2016","4,276.61","4,290.71","4,290.73","4,276.61","","0.35%"
"02/01/2016","4,261.86","4,269.84","4,269.84","4,261.77","","1.79%"
"01/29/2016","4,186.99","4,170.75","4,186.99","4,168.48","","-0.28%"
"01/28/2016","4,198.95","4,174.39","4,198.95","4,173.59","","-0.31%"
"01/27/2016","4,212.07","4,210.59","4,218.43","4,210.08","","0.10%"
"01/26/2016","4,207.83","4,200.65","4,212.72","4,199.27","","-1.04%"
"01/25/2016","4,252.22","4,258.60","4,258.60","4,250.51","","1.23%"
"01/22/2016","4,200.38","4,183.80","4,200.38","4,183.80","","1.12%"
"01/21/2016","4,153.85","4,142.08","4,162.70","4,142.08","","1.58%"
"01/20/2016","4,089.05","4,090.42","4,099.37","4,089.05","","-2.25%"
"01/19/2016","4,183.35","4,182.48","4,189.10","4,181.22","","1.33%"
"01/15/2016","4,128.32","4,214.92","4,214.92","4,128.32","","-1.77%"
"01/14/2016","4,202.70","4,183.63","4,202.70","4,183.20","","-3.41%"
"01/13/2016","4,350.98","4,345.30","4,353.52","4,345.30","","0.63%"
"01/12/2016","4,323.76","4,315.88","4,323.76","4,314.78","","0.56%"
"01/11/2016","4,299.79","4,286.79","4,299.79","4,286.79","","-1.05%"
"01/08/2016","4,345.36","4,334.82","4,352.16","4,334.82","","-0.22%"
"01/07/2016","4,355.14","4,357.06","4,360.53","4,346.39","","-1.66%"
"01/06/2016","4,428.44","4,425.73","4,430.11","4,423.52","","-1.87%"
"01/05/2016","4,512.95","4,499.32","4,512.95","4,499.24","","0.13%"
"01/04/2016","4,507.10","4,528.74","4,528.77","4,507.10","","-2.96%"
"12/31/2015","4,644.79","4,650.79","4,650.85","4,644.79","","-0.90%"
"12/30/2015","4,687.05","4,687.06","4,687.06","4,685.17","","1.09%"
"12/29/2015","4,636.61","4,630.28","4,637.60","4,629.78","","0.46%"
"12/28/2015","4,615.39","4,614.94","4,617.39","4,612.59","","-0.28%"
"12/24/2015","4,628.39","4,619.80","4,628.39","4,618.75","","0.34%"
"12/23/2015","4,612.67","4,603.00","4,612.67","4,602.34","","0.79%"
"12/22/2015","4,576.52","4,564.55","4,576.52","4,563.05","","0.76%"
"12/21/2015","4,541.86","4,535.48","4,541.86","4,534.45","","-0.98%"
"12/18/2015","4,586.59","4,587.56","4,599.79","4,586.59","","-2.04%"
"12/17/2015","4,682.17","4,677.80","4,682.82","4,677.09","","1.18%"
"12/16/2015","4,627.55","4,611.92","4,627.55","4,611.57","","0.48%"
"12/15/2015","4,605.37","4,575.99","4,605.37","4,575.75","","1.54%"
"12/14/2015","4,535.49","4,522.56","4,536.00","4,522.56","","-1.42%"
"12/11/2015","4,600.60","4,620.33","4,622.68","4,600.60","","-0.70%"
"12/10/2015","4,633.05","4,629.44","4,633.05","4,628.38","","-1.09%"
"12/09/2015","4,684.01","4,690.14","4,693.44","4,684.01","","0.55%"
"12/08/2015","4,658.46","4,669.01","4,669.01","4,653.98","","-1.34%"
"12/07/2015","4,721.79","4,720.26","4,723.76","4,719.13","","2.31%"
"12/04/2015","4,615.40","4,615.67","4,620.77","4,612.87","","-1.76%"
"12/03/2015","4,698.09","4,706.82","4,708.15","4,695.60","","-0.45%"
"12/02/2015","4,719.33","4,719.20","4,719.70","4,715.74","","0.83%"
"12/01/2015","4,680.30","4,674.91","4,680.84","4,674.91","","-0.21%"
"11/30/2015","4,690.21","4,692.23","4,693.34","4,690.00","","0.14%"
"11/27/2015","4,683.54","4,682.16","4,683.74","4,680.68","","0.18%"
"11/25/2015","4,675.08","4,673.61","4,676.42","4,673.61","","0.52%"
"11/24/2015","4,651.03","4,658.18","4,658.18","4,651.03","","-0.79%"
"11/23/2015","4,688.24","4,688.46","4,690.93","4,687.96","","0.08%"
"11/20/2015","4,684.64","4,663.64","4,684.64","4,663.64","","0.59%"
"11/19/2015","4,657.11","4,659.23","4,660.01","4,655.13","","1.62%"
"11/18/2015","4,582.80","4,575.84","4,584.71","4,575.37","","0.27%"
"11/17/2015","4,570.48","4,573.05","4,573.67","4,570.48","","1.70%"
"11/16/2015","4,494.28","4,498.99","4,499.37","4,488.71","","-1.64%"
"11/13/2015","4,569.38","4,575.75","4,576.90","4,569.38","","-1.20%"
"11/12/2015","4,624.90","4,630.25","4,630.40","4,621.44","","-0.60%"
"11/11/2015","4,652.79","4,648.95","4,654.11","4,647.02","","0.48%"
"11/10/2015","4,630.35","4,638.37","4,639.11","4,629.68","","-1.37%"
"11/09/2015","4,694.90","4,699.15","4,700.95","4,694.90","","-0.05%"
"11/06/2015","4,697.37","4,707.61","4,711.36","4,696.21","","-0.54%"
"11/05/2015","4,723.01","4,718.60","4,723.01","4,716.70","","-0.19%"
"11/04/2015","4,731.93","4,730.92","4,736.33","4,730.68","","0.76%"
"11/03/2015","4,696.27","4,698.91","4,699.34","4,696.27","","0.82%"
"11/02/2015","4,658.04","4,652.71","4,658.40","4,652.71","","-0.37%"
"10/30/2015","4,675.49","4,676.52","4,681.98","4,675.49","","0.32%"
"10/29/2015","4,660.76","4,665.58","4,666.64","4,660.76","","0.27%"
"10/28/2015","4,648.05","4,643.81","4,648.05","4,641.95","","0.64%"
"10/27/2015","4,618.71","4,635.00","4,635.77","4,618.71","","-0.10%"
"10/26/2015","4,623.21","4,616.15","4,623.65","4,616.15","","-0.02%"
"10/23/2015","4,624.11","4,627.14","4,632.61","4,623.12","","4.01%"
"10/22/2015","4,445.67","4,427.66","4,445.67","4,427.50","","-0.22%"
"10/21/2015","4,455.36","4,449.03","4,455.55","4,448.49","","-0.04%"
"10/20/2015","4,457.20","4,462.91","4,466.57","4,456.55","","0.57%"
"10/19/2015","4,432.08","4,437.33","4,437.41","4,429.73","","0.03%"
"10/16/2015","4,430.60","4,416.49","4,430.60","4,416.04","","1.69%"
"10/15/2015","4,357.13","4,355.01","4,359.61","4,352.63","","0.03%"
"10/14/2015","4,355.88","4,353.31","4,357.14","4,353.31","","-0.11%"
"10/13/2015","4,360.77","4,372.31","4,372.32","4,360.77","","-0.46%"
"10/12/2015","4,380.75","4,376.99","4,380.98","4,376.99","","0.62%"
"10/09/2015","4,353.93","4,353.84","4,358.27","4,353.81","","0.74%"
"10/08/2015","4,322.14","4,327.57","4,327.59","4,322.14","","-0.04%"
"10/07/2015","4,323.81","4,320.03","4,325.73","4,319.51","","0.05%"
"10/06/2015","4,321.50","4,318.21","4,323.78","4,318.11","","0.71%"
"10/05/2015","4,291.14","4,282.65","4,291.14","4,281.65","","3.40%"
"10/02/2015","4,149.92","4,204.18","4,205.39","4,149.92","","-0.71%"
"10/01/2015","4,179.48","4,179.88","4,180.58","4,172.93","","1.19%"
"09/30/2015","4,130.20","4,122.16","4,130.20","4,121.23","","0.43%"
"09/29/2015","4,112.48","4,117.49","4,124.73","4,112.48","","-2.25%"
"09/28/2015","4,207.29","4,210.57","4,215.35","4,207.29","","-2.10%"
"09/25/2015","4,297.54","4,291.12","4,298.02","4,289.43","","1.25%"
"09/24/2015","4,244.55","4,258.88","4,260.37","4,244.33","","-0.87%"
"09/23/2015","4,281.65","4,285.29","4,290.04","4,281.65","","0.06%"
"09/22/2015","4,279.11","4,298.72","4,298.72","4,279.11","","-1.44%"
"09/21/2015","4,341.60","4,340.15","4,344.07","4,340.05","","0.21%"
"09/18/2015","4,332.39","4,358.75","4,358.81","4,332.39","","-1.10%"
"09/17/2015","4,380.49","4,378.88","4,381.72","4,377.05","","0.56%"
"09/16/2015","4,356.10","4,365.36","4,365.43","4,356.10","","0.93%"
"09/15/2015","4,316.16","4,309.66","4,316.16","4,309.20","","-0.48%"
"09/14/2015","4,337.10","4,330.07","4,339.54","4,326.29","","1.16%"
"09/11/2015","4,287.21","4,291.25","4,293.06","4,287.21","","0.92%"
"09/10/2015","4,248.16","4,255.69","4,255.69","4,243.05","","-2.15%"
"09/09/2015","4,341.67","4,328.30","4,341.67","4,327.57","","2.22%"
"09/08/2015","4,247.34","4,229.94","4,247.86","4,229.94","","1.31%"
"09/04/2015","4,192.50","4,217.07","4,219.48","4,192.50","","-1.88%"
"09/03/2015","4,272.73","4,266.55","4,278.71","4,265.90","","1.87%"
"09/02/2015","4,194.19","4,171.00","4,194.19","4,170.96","","0.18%"
"09/01/2015","4,186.68","4,214.95","4,214.95","4,182.08","","-2.84%"
"08/31/2015","4,308.89","4,319.02","4,319.28","4,306.29","","0.16%"
"08/28/2015","4,302.17","4,312.12","4,313.77","4,302.17","","0.55%"
"08/27/2015","4,278.61","4,256.70","4,278.77","4,255.13","","3.82%"
"08/26/2015","4,120.99","4,091.47","4,120.99","4,091.38","","-1.74%"
"08/25/2015","4,194.13","4,152.00","4,194.13","4,152.00","","7.01%"
"08/24/2015","3,919.27","4,016.73","4,019.89","3,919.27","","-9.34%"
"08/21/2015","4,322.96","4,351.96","4,351.96","4,322.88","","-3.52%"
"08/20/2015","4,480.81","4,490.96","4,491.98","4,480.81","","-1.12%"
"08/19/2015","4,531.77","4,539.30","4,539.95","4,531.77","","-0.58%"
"08/18/2015","4,558.35","4,557.25","4,559.98","4,554.42","","0.72%"
"08/17/2015","4,525.57","4,532.08","4,532.82","4,525.57","","0.27%"
"08/14/2015","4,513.49","4,515.26","4,517.50","4,513.49","","-0.62%"
"08/13/2015","4,541.52","4,545.54","4,546.18","4,539.09","","1.19%"
"08/12/2015","4,488.08","4,492.00","4,494.43","4,487.74","","-1.47%"
"08/11/2015","4,554.87","4,571.04","4,571.04","4,554.40","","0.29%"
"08/10/2015","4,541.92","4,533.63","4,542.22","4,533.11","","0.36%"
"08/07/2015","4,525.51","4,527.10","4,530.09","4,524.18","","-1.79%"
"08/06/2015","4,607.77","4,605.59","4,607.95","4,605.04","","0.45%"
"08/05/2015","4,587.02","4,577.66","4,587.50","4,577.12","","0.22%"
"08/04/2015","4,577.17","4,580.58","4,580.59","4,575.54","","-0.40%"
"08/03/2015","4,595.60","4,590.29","4,595.60","4,590.29","","-0.36%"
"07/31/2015","4,612.33","4,600.35","4,612.33","4,597.63","","0.81%"
"07/30/2015","4,575.47","4,579.86","4,580.59","4,573.56","","0.05%"
"07/29/2015","4,573.29","4,574.93","4,575.09","4,570.00","","0.81%"
"07/28/2015","4,536.73","4,535.97","4,539.44","4,535.49","","0.08%"
"07/27/2015","4,533.14","4,538.75","4,539.51","4,533.14","","-2.21%"
"07/24/2015","4,635.42","4,646.48","4,647.93","4,634.25","","0.01%"
"07/23/2015","4,634.97","4,631.98","4,634.97","4,629.48","","0.80%"
"07/22/2015","4,597.97","4,598.00","4,599.33","4,593.28","","-1.82%"
"07/21/2015","4,683.15","4,689.83","4,689.94","4,682.50","","0.16%"
"07/20/2015","4,675.49","4,676.25","4,681.77","4,675.49","","0.78%"
"07/17/2015","4,639.40","4,644.18","4,646.94","4,639.32","","1.77%"
"07/16/2015","4,558.57","4,553.99","4,558.57","4,552.88","","0.53%"
"07/15/2015","4,534.52","4,534.89","4,537.75","4,534.46","","0.72%"
"07/14/2015","4,501.94","4,502.29","4,504.26","4,500.79","","1.16%"
"07/13/2015","4,450.33","4,441.99","4,450.33","4,441.99","","1.24%"
"07/10/2015","4,395.79","4,384.15","4,395.79","4,384.15","","0.01%"
"07/09/2015","4,395.14","4,379.23","4,395.14","4,379.21","","-0.12%"
"07/08/2015","4,400.21","4,414.88","4,415.25","4,400.21","","-0.87%"
"07/07/2015","4,438.85","4,418.01","4,459.35","4,417.40","","0.71%"
"07/06/2015","4,407.62","4,414.04","4,415.73","4,407.62","","-0.60%"
"07/02/2015","4,434.18","4,434.01","4,438.63","4,433.92","","0.17%"
"07/01/2015","4,426.87","4,421.46","4,428.15","4,420.64","","0.41%"
"06/30/2015","4,408.60","4,399.15","4,408.60","4,398.66","","-0.78%"
"06/29/2015","4,443.12","4,452.87","4,452.87","4,441.32","","-1.50%"
"06/26/2015","4,510.64","4,510.98","4,511.00","4,509.28","","-0.60%"
"06/25/2015","4,537.73","4,532.10","4,537.73","4,531.26","","-0.15%"
"06/24/2015","4,544.67","4,546.30","4,546.30","4,543.53","","-0.11%"
"06/23/2015","4,549.71","4,546.58","4,549.71","4,546.05","","0.26%"
"06/22/2015","4,537.82","4,533.43","4,538.45","4,532.25","","0.13%"
"06/19/2015","4,532.10","4,536.41","4,538.01","4,532.10","","1.30%"
"06/18/2015","4,474.00","4,469.36","4,474.00","4,469.03","","0.25%"
"06/17/2015","4,463.04","4,458.87","4,463.04","4,458.84","","0.72%"
"06/16/2015","4,431.08","4,427.70","4,431.50","4,427.62","","-0.03%"
"06/15/2015","4,432.52","4,441.54","4,441.77","4,432.52","","-0.95%"
"06/12/2015","4,474.90","4,479.83","4,480.03","4,474.56","","-0.44%"
"06/11/2015","4,494.88","4,490.46","4,495.04","4,490.39","","1.30%"
"06/10/2015","4,437.03","4,433.25","4,437.06","4,431.89","","0.30%"
"06/09/2015","4,423.65","4,428.01","4,428.11","4,422.56","","-1.23%"
"06/08/2015","4,478.91","4,478.16","4,480.10","4,477.82","","-0.14%"
"06/05/2015","4,485.29","4,488.51","4,489.42","4,485.01","","-0.45%"
"06/04/2015","4,505.60","4,508.81","4,512.43","4,505.60","","-0.39%"
"06/03/2015","4,523.11","4,522.81","4,524.93","4,522.03","","0.23%"
"06/02/2015","4,512.64","4,517.36","4,518.69","4,512.64","","-0.32%"
"06/01/2015","4,526.92","4,517.78","4,526.92","4,517.78","","-0.20%"
"05/29/2015","4,536.13","4,534.66","4,536.90","4,533.92","","-0.09%"
"05/28/2015","4,540.22","4,536.73","4,540.45","4,536.68","","1.27%"
"05/27/2015","4,483.49","4,482.99","4,484.94","4,482.09","","-0.83%"
"05/26/2015","4,520.79","4,525.73","4,527.22","4,518.47","","-0.16%"
"05/22/2015","4,527.86","4,535.95","4,536.41","4,527.86","","0.55%"
"05/21/2015","4,503.03","4,506.80","4,506.82","4,502.63","","-0.08%"
"05/20/2015","4,506.82","4,504.12","4,507.57","4,504.01","","-0.22%"
"05/19/2015","4,516.57","4,519.91","4,520.15","4,516.22","","0.65%"
"05/18/2015","4,487.33","4,491.65","4,492.19","4,487.33","","-0.38%"
"05/15/2015","4,504.65","4,500.89","4,504.65","4,497.97","","1.27%"
"05/14/2015","4,448.36","4,436.80","4,448.36","4,436.30","","0.27%"
"05/13/2015","4,436.33","4,435.62","4,437.77","4,434.32","","0.42%"
"05/12/2015","4,417.80","4,420.31","4,422.69","4,417.80","","-0.93%"
"05/11/2015","4,459.49","4,458.56","4,461.50","4,458.11","","0.58%"
"05/08/2015","4,433.83","4,405.64","4,433.83","4,404.14","","1.27%"
"05/07/2015","4,378.12","4,378.72","4,379.24","4,373.62","","-0.97%"
"05/06/2015","4,421.01","4,420.30","4,422.35","4,419.83","","-1.17%"
"05/05/2015","4,473.42","4,479.76","4,480.72","4,472.62","","-0.42%"
"05/04/2015","4,492.33","4,492.15","4,493.54","4,489.08","","1.36%"
"05/01/2015","4,432.14","4,426.67","4,434.05","4,425.77","","-0.88%"
"04/30/2015","4,471.31","4,478.29","4,480.11","4,471.31","","-0.67%"
"04/29/2015","4,501.29","4,513.05","4,514.84","4,500.28","","-0.73%"
"04/28/2015","4,534.27","4,537.43","4,537.43","4,531.96","","-0.32%"
"04/27/2015","4,548.96","4,546.45","4,549.50","4,546.45","","0.32%"
"04/24/2015","4,534.48","4,527.45","4,534.48","4,525.32","","1.83%"
"04/23/2015","4,453.08","4,451.10","4,453.08","4,446.62","","0.18%"
"04/22/2015","4,445.23","4,439.13","4,445.23","4,436.12","","0.21%"
"04/21/2015","4,436.00","4,429.93","4,436.54","4,429.78","","1.51%"
"04/20/2015","4,369.88","4,367.19","4,371.18","4,367.00","","-0.55%"
"04/17/2015","4,394.06","4,406.74","4,406.74","4,394.06","","-0.61%"
"04/16/2015","4,421.03","4,421.90","4,422.12","4,418.92","","0.27%"
"04/15/2015","4,409.13","4,409.78","4,411.67","4,408.57","","-0.05%"
"04/14/2015","4,411.27","4,412.56","4,413.58","4,410.82","","-0.40%"
"04/13/2015","4,428.85","4,430.83","4,431.12","4,427.01","","0.50%"
"04/10/2015","4,406.71","4,403.42","4,406.71","4,402.74","","0.68%"
"04/09/2015","4,376.82","4,380.98","4,383.94","4,375.00","","0.71%"
"04/08/2015","4,345.87","4,346.98","4,349.36","4,345.87","","-0.23%"
"04/07/2015","4,355.85","4,358.43","4,358.60","4,353.54","","1.28%"
"04/06/2015","4,300.69","4,304.10","4,304.10","4,300.52","","-0.38%"
"04/02/2015","4,316.99","4,313.65","4,317.39","4,313.65","","-0.35%"
"04/01/2015","4,332.14","4,330.12","4,333.09","4,329.23","","-0.89%"
"03/31/2015","4,371.21","4,370.67","4,372.56","4,369.80","","0.38%"
"03/30/2015","4,354.73","4,347.40","4,354.73","4,347.40","","0.78%"
"03/27/2015","4,321.08","4,321.25","4,324.33","4,317.90","","0.41%"
"03/26/2015","4,303.50","4,300.56","4,307.52","4,294.50","","-3.06%"
"03/25/2015","4,439.50","4,442.15","4,444.19","4,439.50","","-0.21%"
"03/24/2015","4,448.71","4,451.34","4,452.88","4,447.84","","-0.14%"
"03/23/2015","4,455.02","4,453.75","4,455.41","4,453.08","","0.03%"
"03/20/2015","4,453.72","4,448.15","4,454.84","4,448.11","","0.69%"
"03/19/2015","4,423.27","4,424.51","4,425.17","4,421.89","","1.24%"
"03/18/2015","4,368.97","4,368.22","4,370.58","4,367.77","","0.06%"
"03/17/2015","4,366.45","4,367.33","4,367.57","4,363.71","","0.92%"
"03/16/2015","4,326.48","4,317.46","4,326.52","4,317.46","","-0.02%"
"03/13/2015","4,327.55","4,334.10","4,334.10","4,327.55","","0.79%"
"03/12/2015","4,293.78","4,312.54","4,316.10","4,287.98","","-1.05%"
"03/11/2015","4,339.34","4,337.68","4,340.29","4,337.68","","-0.99%"
"03/10/2015","4,382.57","4,401.77","4,401.77","4,382.57","","-0.57%"
"03/09/2015","4,407.50","4,402.23","4,407.82","4,402.23","","-0.87%"
"03/06/2015","4,446.07","4,458.58","4,462.72","4,446.07","","-0.18%"
"03/05/2015","4,454.03","4,452.07","4,455.70","4,452.07","","0.23%"
"03/04/2015","4,443.93","4,451.90","4,453.37","4,443.93","","-0.72%"
"03/03/2015","4,476.07","4,479.66","4,479.66","4,473.54","","0.58%"
"03/02/2015","4,450.36","4,447.99","4,450.40","4,445.08","","-0.35%"
"02/27/2015","4,465.90","4,462.39","4,465.90","4,461.77","","0.52%"
"02/26/2015","4,442.98","4,445.97","4,448.48","4,442.98","","-0.04%"
"02/25/2015","4,444.89","4,446.85","4,447.18","4,444.40","","-0.04%"
"02/24/2015","4,446.47","4,449.03","4,449.29","4,445.93","","0.05%"
"02/23/2015","4,444.36","4,444.21","4,444.47","4,442.24","","0.62%"
"02/20/2015","4,416.97","4,412.46","4,416.97","4,411.60","","0.49%"
"02/19/2015","4,395.26","4,398.80","4,401.18","4,395.13","","0.32%"
"02/18/2015","4,381.35","4,385.69","4,385.98","4,381.35","","-0.06%"
"02/17/2015","4,384.00","4,387.83","4,387.89","4,379.79","","0.63%"
"02/13/2015","4,356.55","4,354.45","4,356.75","4,353.76","","0.88%"
"02/12/2015","4,318.68","4,312.55","4,318.68","4,312.55","","0.82%"
"02/11/2015","4,283.69","4,283.47","4,285.65","4,283.24","","1.11%"
"02/10/2015","4,236.47","4,229.84","4,236.47","4,229.46","","0.42%"
"02/09/2015","4,218.64","4,224.02","4,224.78","4,217.83","","-0.91%"
"02/06/2015","4,257.35","4,254.56","4,260.93","4,253.26","","0.69%"
"02/05/2015","4,228.20","4,224.13","4,231.45","4,224.13","","0.49%"
"02/04/2015","4,207.79","4,214.04","4,214.57","4,200.82","","0.24%"
"02/03/2015","4,197.90","4,197.89","4,201.21","4,197.20","","0.95%"
"02/02/2015","4,158.57","4,153.80","4,162.04","4,153.80","","-0.77%"
"01/30/2015","4,190.89","4,198.91","4,201.01","4,190.27","","1.37%"
"01/29/2015","4,134.10","4,132.28","4,139.45","4,131.33","","-2.27%"
"01/28/2015","4,230.17","4,233.01","4,234.13","4,226.36","","0.47%"
"01/27/2015","4,210.28","4,229.73","4,230.86","4,209.99","","-1.48%"
"01/26/2015","4,273.52","4,281.63","4,286.60","4,273.52","","0.08%"
"01/23/2015","4,269.90","4,274.85","4,277.53","4,266.30","","1.51%"
"01/22/2015","4,206.47","4,198.84","4,206.47","4,197.03","","0.94%"
"01/21/2015","4,167.31","4,169.16","4,170.68","4,166.89","","0.20%"
"01/20/2015","4,158.90","4,158.12","4,159.42","4,154.82","","1.74%"
"01/16/2015","4,087.82","4,079.48","4,090.10","4,078.96","","-1.80%"
"01/15/2015","4,162.66","4,143.59","4,162.66","4,143.54","","0.89%"
"01/14/2015","4,126.09","4,154.70","4,155.09","4,126.09","","-1.97%"
"01/13/2015","4,208.93","4,185.02","4,208.93","4,184.46","","-0.20%"
"01/12/2015","4,217.37","4,222.20","4,222.20","4,213.67","","-0.74%"
"01/09/2015","4,248.77","4,240.20","4,249.93","4,239.65","","1.51%"
"01/08/2015","4,185.46","4,179.48","4,185.46","4,179.48","","1.21%"
"01/07/2015","4,135.43","4,133.56","4,135.63","4,132.23","","-0.86%"
"01/06/2015","4,171.49","4,170.75","4,171.62","4,167.79","","-0.95%"
"01/05/2015","4,211.49","4,222.98","4,223.47","4,211.49","","-0.99%"
"01/02/2015","4,253.46","4,246.39","4,254.42","4,246.33","","-0.75%"
"12/31/2014","4,285.67","4,286.07","4,289.45","4,285.16","","-0.49%"
"12/30/2014","4,306.63","4,311.72","4,311.85","4,306.27","","-0.07%"
"12/29/2014","4,309.79","4,313.19","4,313.19","4,309.79","","0.43%"
"12/26/2014","4,291.44","4,287.43","4,291.88","4,287.37","","0.22%"
"12/24/2014","4,282.09","4,279.40","4,282.57","4,278.07","","-0.72%"
"12/23/2014","4,313.19","4,294.60","4,313.19","4,294.35","","1.12%"
"12/22/2014","4,265.41","4,267.30","4,272.26","4,264.03","","0.17%"
"12/19/2014","4,258.37","4,278.91","4,278.91","4,257.78","","0.93%"
"12/18/2014","4,219.03","4,201.95","4,219.03","4,200.19","","2.95%"
"12/17/2014","4,098.26","4,098.41","4,102.81","4,097.16","","-0.72%"
"12/16/2014","4,127.80","4,128.66","4,135.02","4,127.80","","-2.18%"
"12/15/2014","4,219.85","4,214.34","4,219.85","4,212.37","","0.19%"
"12/12/2014","4,211.91","4,238.26","4,238.55","4,211.91","","-0.64%"
"12/11/2014","4,239.19","4,232.49","4,240.91","4,232.29","","-1.17%"
"12/10/2014","4,289.57","4,293.87","4,295.38","4,289.57","","1.36%"
"12/09/2014","4,231.94","4,251.82","4,252.24","4,231.94","","-1.78%"
"12/08/2014","4,308.47","4,309.39","4,309.49","4,305.22","","-0.23%"
"12/05/2014","4,318.21","4,316.76","4,319.66","4,315.89","","0.13%"
"12/04/2014","4,312.57","4,314.18","4,316.45","4,310.34","","-0.03%"
"12/03/2014","4,313.69","4,306.69","4,313.69","4,304.28","","0.52%"
"12/02/2014","4,291.52","4,290.52","4,294.24","4,290.28","","-0.90%"
"12/01/2014","4,330.68","4,332.45","4,332.78","4,328.85","","-0.11%"
"11/28/2014","4,335.38","4,322.11","4,335.38","4,322.02","","1.04%"
"11/26/2014","4,290.62","4,294.23","4,294.39","4,290.62","","0.11%"
"11/25/2014","4,285.87","4,288.19","4,292.08","4,285.87","","0.57%"
"11/24/2014","4,261.79","4,258.82","4,261.79","4,258.04","","-0.75%"
"11/21/2014","4,294.12","4,264.44","4,294.12","4,264.31","","2.00%"
"11/20/2014","4,209.97","4,216.86","4,218.81","4,209.97","","-0.67%"
"11/19/2014","4,238.56","4,240.52","4,241.10","4,238.56","","0.54%"
"11/18/2014","4,215.68","4,215.54","4,216.40","4,214.49","","-0.03%"
"11/17/2014","4,217.06","4,219.69","4,220.56","4,216.41","","-0.05%"
"11/14/2014","4,219.19","4,212.36","4,219.19","4,210.82","","0.40%"
"11/13/2014","4,202.52","4,198.75","4,202.52","4,198.49","","0.59%"
"11/12/2014","4,177.87","4,179.87","4,180.68","4,177.87","","0.03%"
"11/11/2014","4,176.69","4,180.04","4,180.55","4,176.69","","0.32%"
"11/10/2014","4,163.18","4,166.44","4,167.16","4,162.95","","-0.30%"
"11/07/2014","4,175.54","4,166.91","4,175.55","4,166.91","","0.68%"
"11/06/2014","4,147.50","4,143.68","4,150.36","4,142.18","","-0.76%"
"11/05/2014","4,179.36","4,171.44","4,179.36","4,171.44","","0.60%"
"11/04/2014","4,154.46","4,157.69","4,157.84","4,154.21","","-0.08%"
"11/03/2014","4,157.83","4,158.72","4,162.70","4,157.78","","-0.44%"
"10/31/2014","4,176.17","4,132.72","4,176.17","4,132.58","","2.45%"
"10/30/2014","4,076.29","4,076.68","4,079.32","4,076.15","","-0.34%"
"10/29/2014","4,090.18","4,090.31","4,093.14","4,089.10","","0.78%"
"10/28/2014","4,058.37","4,060.32","4,063.38","4,058.37","","0.56%"
"10/27/2014","4,035.67","4,044.55","4,045.29","4,034.83","","0.44%"
"10/24/2014","4,018.09","4,006.38","4,019.09","4,006.38","","0.84%"
"10/23/2014","3,984.77","3,971.15","3,984.77","3,971.15","","0.17%"
"10/22/2014","3,978.10","3,974.74","3,979.44","3,974.65","","1.63%"
"10/21/2014","3,914.14","3,898.89","3,914.14","3,897.81","","2.73%"
"10/20/2014","3,810.08","3,814.49","3,817.52","3,810.08","","0.27%"
"10/17/2014","3,799.86","3,788.54","3,803.81","3,788.54","","2.33%"
"10/16/2014","3,713.35","3,735.75","3,738.38","3,713.35","","-1.28%"
"10/15/2014","3,761.41","3,800.42","3,803.36","3,761.41","","-2.12%"
"10/14/2014","3,842.71","3,821.61","3,842.71","3,821.61","","-0.78%"
"10/13/2014","3,872.74","3,871.62","3,876.95","3,870.95","","-1.79%"
"10/10/2014","3,943.23","3,944.18","3,950.19","3,937.38","","-2.36%"
"10/09/2014","4,038.60","4,034.48","4,041.79","4,034.48","","1.90%"
"10/08/2014","3,963.33","3,964.81","3,965.71","3,962.88","","-1.08%"
"10/07/2014","4,006.52","4,011.74","4,012.45","4,006.52","","-0.78%"
"10/06/2014","4,037.82","4,033.45","4,040.99","4,033.45","","0.96%"
"10/03/2014","3,999.61","3,994.67","4,001.29","3,993.86","","0.31%"
"10/02/2014","3,987.06","3,993.03","3,995.67","3,987.06","","-1.38%"
"10/01/2014","4,043.05","4,046.52","4,047.09","4,042.69","","-0.31%"
"09/30/2014","4,055.47","4,060.08","4,063.64","4,055.47","","0.78%"
"09/29/2014","4,023.93","4,042.48","4,042.48","4,023.93","","0.14%"
"09/26/2014","4,018.11","4,024.86","4,028.30","4,018.11","","-1.63%"
"09/25/2014","4,084.73","4,090.70","4,092.01","4,084.73","","0.77%"
"09/24/2014","4,053.51","4,053.78","4,055.93","4,052.08","","0.14%"
"09/23/2014","4,047.78","4,051.58","4,052.80","4,047.78","","-1.23%"
"09/22/2014","4,098.15","4,099.25","4,101.65","4,098.15","","-0.55%"
"09/19/2014","4,120.95","4,110.19","4,120.95","4,109.42","","0.94%"
"09/18/2014","4,082.43","4,081.79","4,085.07","4,081.39","","0.41%"
"09/17/2014","4,065.91","4,059.29","4,065.96","4,058.75","","1.30%"
"09/16/2014","4,013.80","4,019.61","4,021.03","4,013.80","","-1.38%"
"09/15/2014","4,069.94","4,069.73","4,076.09","4,068.39","","-0.51%"
