Date,MUFG_Nikkei_Open,MUFG_Nikkei_High,MUFG_Nikkei_Low,MUFG_Nikkei_Close,MUFG_Nikkei_adj_close,MUFG_Nikkei_Volume,Nikkei_Open,Nikkei_High,Nikkei_Low,Nikkei_Close,Nikkei adj close,Nikkei_Volume,NASDAQ_Premarket_Close,NASDAQ_Premarket_Open,NASDAQ_Premarket_High,NASDAQ_Premarket_Low,MUFG_ADR_Open,target
2005-10-27,1440.0,1450.0,1430.0,1440.0,864.418152,50522000,13440.719727,13501.240234,13387.660156,13417.080078,13417.080078,166000000.0,1571.7,1574.97,1575.18,1571.7,12.5,0
2005-10-28,1440.0,1460.0,1430.0,1430.0,858.4151,47300000,13344.929688,13373.429688,13272.839844,13346.540039,13346.540039,158200000.0,1546.98,1538.37,1547.75,1538.02,12.47,1
2005-10-31,1450.0,1460.0,1430.0,1450.0,870.421082,48846000,13459.990234,13606.5,13456.070313,13606.5,13606.5,178900000.0,1559.55,1558.1,1560.4,1557.97,12.6,1
2005-11-01,1480.0,1520.0,1480.0,1520.0,912.441406,43187000,13718.209961,13867.860352,13706.330078,13867.860352,13867.860352,113700000.0,1572.16,1576.04,1577.28,1572.16,13.0,1
2005-11-02,1490.0,1600.0,1480.0,1580.0,948.458618,123566000,13865.099609,13927.509766,13807.80957,13894.780273,13894.780273,241100000.0,1570.25,1572.35,1572.46,1569.95,13.48,1
2005-11-04,1650.0,1670.0,1630.0,1650.0,990.479126,85733000,14040.629883,14099.490234,13978.959961,14075.959961,14075.959961,226900000.0,1621.45,1621.44,1622.34,1619.18,13.92,1
2005-11-07,1670.0,1700.0,1640.0,1650.0,990.479126,81011000,14084.110352,14097.589844,13982.75,14061.599609,14061.599609,213900000.0,1629.51,1627.87,1630.82,1626.21,14.15,0
2005-11-08,1660.0,1670.0,1610.0,1620.0,972.470215,35542000,14067.780273,14071.740234,13982.849609,14036.730469,14036.730469,301900000.0,1624.73,1628.98,1628.98,1623.55,13.88,0
2005-11-09,1570.0,1600.0,1560.0,1560.0,936.452881,44842000,13989.30957,14136.160156,13951.400391,14072.200195,14072.200195,252400000.0,1627.57,1628.59,1628.96,1627.57,13.29,1
2005-11-10,1540.0,1570.0,1480.0,1550.0,930.450195,72521000,14058.290039,14121.709961,13981.990234,14080.879883,14080.879883,181400000.0,1629.46,1626.08,1630.51,1625.69,13.25,1
2005-11-11,1590.0,1600.0,1550.0,1560.0,936.452881,39737000,14170.330078,14206.139648,14133.889648,14155.05957,14155.05957,151300000.0,1653.54,1649.92,1654.65,1649.92,13.4,0
2005-11-14,1570.0,1570.0,1520.0,1530.0,918.444153,22641000,14218.719727,14218.719727,14105.450195,14116.040039,14116.040039,153600000.0,1653.5,1653.29,1654.51,1652.64,12.99,1
2005-11-15,1520.0,1540.0,1500.0,1510.0,906.438721,29591000,14069.870117,14142.269531,14043.450195,14091.769531,14091.769531,166600000.0,1651.48,1651.71,1651.78,1650.6,12.76,0
2005-11-16,1480.0,1530.0,1480.0,1520.0,912.441406,44430000,14035.740234,14170.870117,14015.620117,14170.870117,14170.870117,186700000.0,1648.8,1647.32,1649.17,1646.4,12.8,1
2005-11-17,1530.0,1560.0,1510.0,1550.0,930.450195,40582000,14192.780273,14448.75,14169.469727,14411.790039,14411.790039,171600000.0,1659.1,1654.72,1659.54,1653.87,13.18,1
2005-11-18,1610.0,1620.0,1580.0,1590.0,954.461731,47825000,14542.780273,14633.349609,14542.780273,14623.120117,14623.120117,150800000.0,1688.97,1677.55,1688.97,1677.18,13.46,0
2005-11-21,1590.0,1600.0,1540.0,1560.0,936.452881,32961000,14719.280273,14808.209961,14590.55957,14680.429688,14680.429688,171000000.0,1677.81,1681.44,1682.03,1677.61,13.2,0
2005-11-22,1530.0,1540.0,1500.0,1510.0,906.438721,46466000,14726.040039,14763.259766,14650.05957,14708.320313,14708.320313,128300000.0,1680.45,1684.66,1684.96,1680.45,12.68,1
2005-11-25,1490.0,1580.0,1470.0,1560.0,936.452881,78254000,14693.870117,14784.290039,14613.179688,14784.290039,14784.290039,128100000.0,1700.59,1696.41,1700.59,1696.26,13.34,0
2005-11-28,1560.0,1570.0,1520.0,1530.0,918.444153,40080000,14847.580078,14986.94043,14821.75,14986.94043,14986.94043,121300000.0,1701.45,1704.17,1707.51,1701.45,12.95,0
2005-11-29,1530.0,1560.0,1510.0,1550.0,930.450195,53420000,14900.639648,14995.080078,14868.030273,14927.700195,14927.700195,128100000.0,1693.26,1686.47,1693.26,1686.47,13.08,0
2005-11-30,1550.0,1560.0,1510.0,1510.0,906.438721,30179000,14981.339844,15013.240234,14872.150391,14872.150391,14872.150391,148900000.0,1675.68,1676.03,1676.27,1674.93,12.7,0
2005-12-01,1530.0,1550.0,1510.0,1550.0,930.450195,38937000,14914.75,15130.5,14880.179688,15130.5,15130.5,150800000.0,1682.66,1674.8,1682.66,1674.78,13.0,1
2005-12-02,1570.0,1590.0,1550.0,1560.0,936.452881,49731000,15272.620117,15421.599609,15245.360352,15421.599609,15421.599609,211700000.0,1701.32,1709.23,1709.49,1701.32,13.0,0
2005-12-05,1560.0,1610.0,1540.0,1590.0,954.461731,58362000,15413.519531,15563.389648,15379.639648,15551.30957,15551.30957,244600000.0,1704.6,1709.13,1709.13,1704.6,13.18,0
2005-12-06,1600.0,1640.0,1570.0,1630.0,978.4729,56722000,15518.669922,15572.719727,15423.379883,15423.379883,15423.379883,188600000.0,1706.08,1699.91,1706.08,1699.3,13.39,1
2005-12-07,1660.0,1680.0,1620.0,1630.0,978.4729,72726000,15520.339844,15558.320313,15467.75,15484.660156,15484.660156,151200000.0,1702.14,1703.79,1703.79,1702.14,13.5,0
2005-12-08,1630.0,1650.0,1550.0,1580.0,948.458618,65502000,15470.650391,15523.150391,15183.360352,15183.360352,15183.360352,147800000.0,1701.65,1696.78,1701.83,1695.72,13.18,0
2005-12-09,1580.0,1580.0,1580.0,1580.0,948.458618,0,15127.799805,15447.129883,15117.150391,15404.049805,15404.049805,254500000.0,1687.13,1682.54,1687.13,1682.49,13.45,1
2005-12-12,1670.0,1700.0,1650.0,1650.0,990.479126,58954000,15549.650391,15764.990234,15548.459961,15738.700195,15738.700195,185600000.0,1697.75,1695.91,1698.82,1695.91,13.74,1
2005-12-13,1650.0,1660.0,1630.0,1650.0,990.479126,37081000,15754.30957,15782.299805,15666.089844,15778.860352,15778.860352,238400000.0,1694.96,1697.57,1697.57,1694.96,13.8,1
2005-12-14,1670.0,1700.0,1630.0,1640.0,984.476135,69078000,15817.929688,15885.519531,15447.150391,15464.580078,15464.580078,228800000.0,1701.33,1702.44,1702.44,1700.6,13.91,0
2005-12-15,1620.0,1650.0,1610.0,1630.0,978.4729,34880000,15376.269531,15469.349609,15254.44043,15254.44043,15254.44043,151500000.0,1704.21,1701.42,1704.23,1698.88,13.87,0
2005-12-16,1640.0,1650.0,1610.0,1640.0,984.476135,28771000,15222.0,15365.480469,15095.55957,15173.070313,15173.070313,149100000.0,1701.31,1703.43,1704.18,1699.43,14.0,1
2005-12-19,1640.0,1650.0,1620.0,1640.0,984.476135,20430000,15252.150391,15391.480469,15196.0,15391.480469,15391.480469,98200000.0,1691.42,1689.08,1691.77,1688.51,14.21,0
2005-12-20,1650.0,1680.0,1640.0,1680.0,1008.487671,22228000,15388.709961,15647.69043,15365.389648,15641.259766,15641.259766,122100000.0,1665.46,1665.99,1667.77,1665.46,14.35,1
2005-12-21,1680.0,1690.0,1660.0,1670.0,1002.484741,34381000,15713.070313,16010.169922,15711.910156,15957.570313,15957.570313,134700000.0,1669.6,1667.15,1669.6,1666.79,14.29,1
2005-12-22,1670.0,1670.0,1670.0,1670.0,1002.484741,0,15975.990234,15991.299805,15759.730469,15941.370117,15941.370117,161800000.0,1671.95,1670.17,1672.03,1670.17,14.19,1
2005-12-27,1650.0,1670.0,1640.0,1650.0,990.479126,19870000,16033.94043,16079.179688,15962.730469,15969.400391,15969.400391,84500000.0,1686.31,1685.16,1686.93,1683.92,14.27,0
2005-12-28,1640.0,1650.0,1630.0,1650.0,990.479126,11934000,15920.669922,16194.610352,15911.230469,16194.610352,16194.610352,82000000.0,1672.44,1671.21,1674.26,1671.21,14.1,0
2005-12-29,1650.0,1650.0,1620.0,1620.0,972.470215,17085000,16247.540039,16445.560547,16246.669922,16344.200195,16344.200195,96200000.0,1668.25,1667.11,1668.55,1667.07,13.9,0
2005-12-30,1630.0,1630.0,1590.0,1600.0,960.464417,17976000,16412.75,16413.179688,16111.429688,16111.429688,16111.429688,55500000.0,1647.56,1653.78,1654.42,1647.56,13.79,0
2006-01-04,1640.0,1650.0,1620.0,1630.0,978.4729,20160000,16294.650391,16361.540039,16250.759766,16361.540039,16361.540039,94300000.0,1682.09,1681.01,1682.63,1680.77,14.03,1
2006-01-05,1650.0,1650.0,1630.0,1640.0,984.476135,16336000,16441.269531,16474.519531,16368.509766,16425.369141,16425.369141,164500000.0,1697.51,1697.13,1697.66,1696.88,14.2,0
2006-01-06,1630.0,1640.0,1610.0,1610.0,966.467529,19080000,16408.310547,16479.550781,16320.429688,16428.210938,16428.210938,170400000.0,1717.73,1706.91,1718.21,1706.91,13.93,1
2006-01-10,1620.0,1630.0,1520.0,1540.0,924.447327,51252000,16487.050781,16487.050781,16124.349609,16124.349609,16124.349609,154600000.0,1732.89,1738.3,1738.3,1732.89,13.5,0
2006-01-11,1530.0,1550.0,1510.0,1550.0,930.450195,44313000,16164.919922,16363.589844,16005.240234,16363.589844,16363.589844,146200000.0,1748.45,1746.66,1749.9,1746.66,13.48,1
2006-01-12,1540.0,1540.0,1510.0,1530.0,918.444153,46890000,16426.689453,16472.990234,16310.450195,16445.189453,16445.189453,129700000.0,1754.94,1759.55,1759.95,1754.94,13.55,0
2006-01-13,1530.0,1540.0,1510.0,1520.0,912.441406,33616000,16454.320313,16490.269531,16383.230469,16454.949219,16454.949219,137500000.0,1747.86,1747.21,1747.88,1746.23,13.27,0
