Date,MUFG_Nikkei_Open,MUFG_Nikkei_High,MUFG_Nikkei_Low,MUFG_Nikkei_Close,MUFG_Nikkei_adj_close,MUFG_Nikkei_Volume,Nikkei_Open,Nikkei_High,Nikkei_Low,Nikkei_Close,Nikkei adj close,Nikkei_Volume,NASDAQ_Premarket_Close,NASDAQ_Premarket_Open,NASDAQ_Premarket_High,NASDAQ_Premarket_Low,MUFG_ADR_Open,target
2009-12-28,461.0,467.0,458.0,458.0,289.969604,80102400,10521.80957,10652.990234,10513.549805,10634.230469,10634.230469,106200000.0,1875.56,1873.59,1876.64,1873.59,5.1,0
2009-12-29,457.0,457.0,447.0,454.0,287.437134,117989800,10611.849609,10683.120117,10597.410156,10638.05957,10638.05957,122400000.0,1882.04,1881.08,1882.11,1880.34,5.02,0
2009-12-30,451.0,459.0,449.0,452.0,286.170929,50798100,10707.509766,10707.509766,10546.44043,10546.44043,10546.44043,141500000.0,1867.6,1871.33,1871.33,1867.6,4.91,1
2010-01-04,458.0,458.0,451.0,451.0,285.53775,46110100,10609.339844,10694.490234,10608.139648,10654.790039,10654.790039,104400000.0,1881.31,1868.41,1882.13,1868.22,4.91,1
2010-01-05,455.0,462.0,450.0,452.0,286.170929,163668600,10719.44043,10791.040039,10655.570313,10681.830078,10681.830078,166200000.0,1888.85,1891.91,1891.91,1888.31,4.97,1
2010-01-06,460.0,472.0,460.0,469.0,296.933929,231373504,10709.549805,10768.610352,10661.169922,10731.450195,10731.450195,181800000.0,1887.99,1888.72,1892.22,1887.99,5.13,1
2010-01-07,478.0,480.0,474.0,476.0,301.365753,166310900,10742.75,10774.0,10636.669922,10681.660156,10681.660156,182600000.0,1879.68,1879.93,1883.89,1879.54,5.14,1
2010-01-08,479.0,482.0,473.0,478.0,302.63208,128979900,10743.299805,10816.450195,10677.55957,10798.320313,10798.320313,211800000.0,1872.28,1877.63,1878.59,1871.22,5.14,1
2010-01-12,476.0,489.0,474.0,488.0,308.963318,153055300,10770.349609,10905.389648,10763.679688,10879.139648,10879.139648,192800000.0,1878.17,1880.59,1880.74,1875.48,5.3,0
2010-01-13,483.0,493.0,477.0,479.0,303.265198,138828000,10795.480469,10866.620117,10729.860352,10735.030273,10735.030273,250000000.0,1866.66,1865.09,1866.66,1864.02,5.27,1
2010-01-14,484.0,492.0,483.0,489.0,309.596375,113207700,10778.070313,10909.94043,10774.25,10907.679688,10907.679688,267300000.0,1881.18,1887.81,1888.3,1881.18,5.33,1
2010-01-15,494.0,506.0,493.0,506.0,320.359497,191812100,10917.410156,10982.099609,10878.830078,10982.099609,10982.099609,252900000.0,1893.86,1885.72,1893.86,1885.2,5.45,1
2010-01-19,497.0,498.0,484.0,486.0,307.696991,99975600,10866.830078,10866.830078,10749.469727,10764.900391,10764.900391,174700000.0,1868.64,1863.61,1868.64,1863.61,5.4,1
2010-01-20,492.0,493.0,478.0,482.0,305.16452,115317000,10834.910156,10860.929688,10724.570313,10737.519531,10737.519531,146400000.0,1883.96,1891.61,1893.06,1883.8,5.34,0
2010-01-21,477.0,496.0,474.0,492.0,311.495697,138622000,10704.790039,10886.639648,10649.839844,10868.410156,10868.410156,176900000.0,1875.3,1872.93,1875.3,1871.27,5.33,0
2010-01-22,484.0,495.0,482.0,493.0,312.128967,161337700,10740.209961,10768.070313,10528.330078,10590.549805,10590.549805,187400000.0,1843.76,1843.99,1846.5,1843.4,5.44,0
2010-01-25,486.0,493.0,485.0,487.0,308.330078,89616600,10478.30957,10557.639648,10414.580078,10512.69043,10512.69043,139800000.0,1807.21,1805.22,1808.5,1805.02,5.34,1
2010-01-26,490.0,492.0,470.0,472.0,298.833405,126679600,10506.150391,10566.490234,10324.980469,10325.280273,10325.280273,175400000.0,1801.62,1810.63,1811.38,1801.62,5.3,0
2010-01-27,475.0,478.0,470.0,473.0,299.466431,75711300,10344.070313,10373.820313,10252.080078,10252.080078,10252.080078,139500000.0,1802.27,1809.97,1809.97,1800.65,5.24,1
2010-01-28,476.0,481.0,472.0,475.0,300.732697,88148100,10309.730469,10462.700195,10296.980469,10414.290039,10414.290039,168000000.0,1806.33,1809.97,1811.86,1806.22,5.3,0
2010-01-29,471.0,474.0,468.0,468.0,296.300781,76458200,10308.049805,10324.370117,10198.040039,10198.040039,10198.040039,156800000.0,1784.68,1777.56,1785.82,1777.42,5.17,0
2010-02-01,475.0,478.0,465.0,473.0,299.466431,86928100,10212.360352,10224.830078,10129.910156,10205.019531,10205.019531,161900000.0,1747.13,1745.11,1747.13,1743.24,5.22,1
2010-02-02,478.0,480.0,475.0,478.0,302.63208,46587300,10310.980469,10396.480469,10287.740234,10371.089844,10371.089844,142000000.0,1764.41,1763.75,1764.99,1762.37,5.27,1
2010-02-03,481.0,482.0,475.0,475.0,300.732697,41569900,10428.120117,10436.519531,10356.030273,10404.330078,10404.330078,154300000.0,1772.3,1775.02,1775.65,1772.18,5.37,0
2010-02-04,476.0,478.0,456.0,462.0,292.502167,116222100,10434.519531,10438.410156,10279.570313,10355.980469,10355.980469,164500000.0,1775.14,1782.88,1783.26,1775.14,5.17,0
2010-02-05,448.0,457.0,446.0,457.0,289.336517,74142300,10162.339844,10166.299805,10036.330078,10057.089844,10057.089844,172000000.0,1737.1,1728.92,1739.31,1728.16,5.04,1
2010-02-08,455.0,464.0,453.0,455.0,288.070251,64906700,10007.469727,10063.530273,9942.049805,9951.820313,9951.820313,137400000.0,1748.16,1747.31,1748.21,1746.56,5.08,1
2010-02-09,454.0,460.0,451.0,456.0,288.703339,68780300,9876.610352,9956.790039,9867.389648,9932.900391,9932.900391,135000000.0,1750.1,1743.65,1750.1,1743.2,5.08,1
2010-02-10,458.0,461.0,453.0,453.0,286.803986,62839600,10024.259766,10049.870117,9963.990234,9963.990234,9963.990234,127000000.0,1754.74,1757.64,1757.76,1754.74,5.06,0
2010-02-12,456.0,458.0,452.0,454.0,287.437134,70328400,10085.349609,10099.459961,10014.5,10092.19043,10092.19043,136000000.0,1762.78,1772.56,1772.67,1762.44,5.08,0
2010-02-16,446.0,449.0,443.0,444.0,281.106018,67483800,10044.530273,10062.269531,10019.429688,10034.25,10034.25,87000000.0,1790.27,1786.18,1790.27,1785.95,4.95,1
2010-02-17,449.0,452.0,447.0,451.0,285.53775,46583200,10161.719727,10306.830078,10150.240234,10306.830078,10306.830078,127100000.0,1806.78,1805.89,1807.82,1805.79,5.01,0
2010-02-18,459.0,463.0,455.0,456.0,288.703339,71946400,10324.980469,10340.379883,10285.049805,10335.69043,10335.69043,111800000.0,1808.72,1809.57,1809.75,1804.16,5.01,1
2010-02-19,457.0,458.0,449.0,450.0,284.904572,54535700,10334.400391,10354.419922,10123.580078,10123.580078,10123.580078,129500000.0,1815.97,1815.23,1818.85,1815.08,4.97,0
2010-02-22,456.0,460.0,454.0,456.0,288.703339,58461800,10302.070313,10449.75,10298.150391,10400.469727,10400.469727,115400000.0,1827.93,1826.46,1828.39,1825.89,5.0,0
2010-02-23,457.0,459.0,453.0,457.0,289.336517,34577600,10327.639648,10375.549805,10280.330078,10352.099609,10352.099609,121500000.0,1815.28,1816.4,1816.4,1814.2,4.99,0
2010-02-24,452.0,453.0,448.0,450.0,284.904572,57158900,10205.150391,10243.200195,10129.650391,10198.830078,10198.830078,125200000.0,1800.22,1795.98,1800.22,1795.6,4.99,0
2010-02-25,451.0,451.0,448.0,451.0,285.53775,42022400,10256.099609,10267.429688,10087.209961,10101.959961,10101.959961,128200000.0,1794.33,1811.22,1811.52,1794.33,4.98,1
2010-02-26,448.0,451.0,446.0,449.0,284.271637,54935200,10107.080078,10171.219727,10085.129883,10126.030273,10126.030273,113200000.0,1813.6,1813.47,1814.73,1812.83,5.07,1
2010-03-01,454.0,460.0,453.0,456.0,288.703339,74227700,10128.730469,10215.150391,10116.860352,10172.05957,10172.05957,108400000.0,1825.75,1820.87,1825.75,1820.87,5.11,1
2010-03-02,456.0,458.0,453.0,455.0,288.070251,41615700,10199.19043,10238.959961,10150.299805,10221.839844,10221.839844,104000000.0,1852.44,1851.22,1854.02,1850.93,5.15,1
2010-03-03,456.0,457.0,453.0,456.0,288.703339,46034100,10193.950195,10274.089844,10186.679688,10253.139648,10253.139648,120600000.0,1854.19,1850.5,1854.19,1850.5,5.12,1
2010-03-04,455.0,456.0,453.0,454.0,287.437134,31105200,10255.69043,10263.480469,10134.370117,10145.719727,10145.719727,126300000.0,1853.2,1852.67,1855.09,1852.67,5.14,1
2010-03-05,456.0,461.0,455.0,458.0,289.969604,71703800,10254.610352,10376.410156,10254.610352,10368.959961,10368.959961,129900000.0,1869.64,1864.22,1871.52,1863.82,5.14,0
2010-03-08,466.0,467.0,461.0,462.0,292.502167,103394304,10538.120117,10586.969727,10514.280273,10585.919922,10585.919922,140500000.0,1891.18,1892.29,1893.66,1891.18,5.16,1
2010-03-09,463.0,465.0,461.0,461.0,291.868927,43240300,10567.320313,10593.269531,10542.80957,10567.650391,10567.650391,110100000.0,1887.46,1888.48,1888.58,1887.2,5.15,0
2010-03-10,459.0,461.0,457.0,457.0,289.336517,32569100,10555.849609,10588.69043,10547.339844,10563.919922,10563.919922,104800000.0,1902.3,1902.43,1904.61,1902.3,5.1,0
2010-03-11,462.0,464.0,459.0,461.0,291.868927,39801200,10627.990234,10664.950195,10588.860352,10664.950195,10664.950195,123800000.0,1913.24,1916.37,1917.25,1913.24,5.1,1
2010-03-12,463.0,468.0,461.0,467.0,295.667694,68379100,10777.490234,10777.490234,10699.299805,10751.259766,10751.259766,206600000.0,1931.37,1927.05,1931.99,1927.05,5.16,1
2010-03-15,469.0,475.0,468.0,470.0,297.567047,74400700,10802.110352,10808.839844,10708.969727,10751.980469,10751.980469,130700000.0,1919.54,1920.47,1920.47,1917.81,5.18,1
2010-03-16,470.0,477.0,470.0,474.0,300.099518,50521300,10718.629883,10776.519531,10716.200195,10721.709961,10721.709961,106600000.0,1924.08,1921.51,1924.08,1921.32,5.24,1
2010-03-17,479.0,480.0,475.0,476.0,301.365753,59376600,10789.240234,10864.299805,10761.889648,10846.980469,10846.980469,137700000.0,1936.09,1934.44,1936.7,1934.38,5.3,1
2010-03-18,478.0,479.0,472.0,473.0,299.466431,36155100,10841.709961,10845.730469,10731.660156,10744.030273,10744.030273,130200000.0,1938.4,1938.47,1939.9,1937.54,5.28,0
2010-03-19,475.0,475.0,471.0,475.0,300.732697,42614400,10785.879883,10826.759766,10775.570313,10824.719727,10824.719727,116300000.0,1953.75,1941.53,1953.75,1941.14,5.22,0
2010-03-23,475.0,475.0,472.0,473.0,299.466431,27826300,10793.049805,10817.780273,10766.650391,10774.150391,10774.150391,112500000.0,1952.9,1952.33,1955.07,1951.7,5.28,0
2010-03-24,474.0,476.0,469.0,471.0,298.200195,69551200,10829.360352,10880.620117,10769.179688,10815.030273,10815.030273,125500000.0,1958.1,1962.21,1962.78,1958.1,5.17,0
2010-03-25,475.0,475.0,470.0,471.0,298.200195,69125296,10857.80957,10872.450195,10808.709961,10828.849609,10828.849609,123600000.0,1965.3,1956.4,1965.42,1956.4,5.13,0
2010-03-26,474.0,480.0,472.0,480.0,303.898285,90776000,10895.290039,11001.589844,10889.330078,10996.370117,10996.370117,142200000.0,1954.95,1956.14,1957.41,1954.95,5.11,1
2010-03-29,477.0,495.0,476.0,493.0,316.079956,102753600,10909.980469,10990.75,10901.200195,10986.469727,10986.469727,144700000.0,1961.26,1960.85,1962.38,1960.65,5.32,1
2010-03-30,501.0,504.0,496.0,497.0,318.644409,79686800,11022.200195,11108.820313,11003.349609,11097.139648,11097.139648,153500000.0,1968.72,1968.73,1969.92,1966.81,5.37,0
2010-03-31,496.0,496.0,489.0,490.0,314.156464,67951400,11138.719727,11147.620117,11085.549805,11089.94043,11089.94043,141700000.0,1963.4,1968.2,1968.2,1962.73,5.3,0
2010-04-01,491.0,493.0,483.0,484.0,310.309692,78985700,11178.919922,11272.730469,11118.179688,11244.400391,11244.400391,166500000.0,1964.87,1960.0,1964.87,1960.0,5.24,1
2010-04-05,490.0,492.0,485.0,488.0,312.874237,39866100,11380.629883,11408.169922,11306.620117,11339.299805,11339.299805,117900000.0,1963.28,1964.56,1965.15,1959.18,5.2,1
2010-04-06,487.0,490.0,483.0,490.0,314.156464,44288800,11350.700195,11358.450195,11217.25,11282.320313,11282.320313,138000000.0,1972.2,1976.95,1976.95,1972.2,5.19,1
2010-04-07,491.0,505.0,491.0,503.0,322.491241,284955392,11296.30957,11350.570313,11260.419922,11292.830078,11292.830078,167400000.0,1979.91,1981.17,1981.76,1979.91,5.41,1
2010-04-08,502.0,510.0,501.0,504.0,323.132324,101522000,11179.669922,11232.360352,11159.450195,11168.200195,11168.200195,130200000.0,1974.79,1975.71,1975.71,1973.63,5.38,1
2010-04-09,507.0,509.0,501.0,504.0,323.132324,108144800,11174.620117,11204.870117,11148.799805,11204.339844,11204.339844,148400000.0,1982.61,1983.12,1984.15,1982.61,5.44,0
2010-04-12,507.0,517.0,506.0,512.0,328.261444,117411600,11300.790039,11351.549805,11248.570313,11251.900391,11251.900391,132500000.0,1995.53,1996.04,1996.34,1995.28,5.47,1
2010-04-13,512.0,514.0,504.0,508.0,325.696899,93748400,11202.919922,11212.650391,11088.480469,11161.230469,11161.230469,144600000.0,1993.17,1995.58,1995.61,1993.17,5.48,0
2010-04-14,510.0,516.0,509.0,509.0,326.338043,102462500,11213.459961,11270.200195,11161.009766,11204.900391,11204.900391,139400000.0,2015.4,2015.85,2020.03,2015.4,5.5,1
2010-04-15,518.0,520.0,515.0,517.0,331.467072,78643600,11310.070313,11316.660156,11255.799805,11273.790039,11273.790039,156800000.0,2030.01,2030.75,2031.54,2029.65,5.56,0
2010-04-16,515.0,518.0,512.0,514.0,329.543701,71340400,11230.530273,11230.530273,11084.719727,11102.179688,11102.179688,136800000.0,2028.47,2033.22,2033.35,2027.65,5.55,0
2010-04-19,502.0,504.0,496.0,498.0,319.285522,95403700,10929.639648,10953.900391,10878.990234,10908.769531,10908.769531,133100000.0,2008.91,2007.81,2009.23,2006.08,5.33,1
2010-04-20,500.0,505.0,498.0,499.0,319.926727,83178200,10960.110352,10999.570313,10890.820313,10900.679688,10900.679688,129600000.0,2021.68,2016.7,2021.68,2016.66,5.42,0
2010-04-21,507.0,514.0,507.0,514.0,329.543701,97575300,11031.790039,11093.299805,11023.879883,11090.049805,11090.049805,153000000.0,2038.08,2042.4,2045.05,2038.08,5.49,1
2010-04-22,512.0,513.0,505.0,508.0,325.696899,63146500,10988.009766,10989.620117,10866.230469,10949.089844,10949.089844,144100000.0,2018.26,2023.58,2023.58,2018.26,5.49,0
2010-04-23,502.0,507.0,500.0,501.0,321.208923,51848200,10930.900391,10967.120117,10865.919922,10914.459961,10914.459961,136800000.0,2043.53,2043.29,2045.36,2043.2,5.39,1
2010-04-26,509.0,513.0,507.0,510.0,326.979156,55641600,11039.589844,11165.790039,11035.660156,11165.790039,11165.790039,134900000.0,2056.78,2056.83,2058.48,2056.62,5.42,0
2010-04-27,508.0,510.0,506.0,509.0,326.338043,35009300,11109.259766,11213.450195,11108.719727,11212.660156,11212.660156,143000000.0,2040.81,2044.28,2044.6,2040.81,5.43,0
2010-04-28,497.0,503.0,496.0,499.0,319.926727,65392200,11005.509766,11008.879883,10882.400391,10924.790039,10924.790039,179300000.0,2014.09,2010.15,2016.78,2010.04,5.34,0
2010-04-30,506.0,508.0,492.0,494.0,316.720978,75999800,11062.120117,11092.519531,11035.269531,11057.400391,11057.400391,156700000.0,2044.77,2045.63,2046.92,2042.55,5.25,0
2010-05-06,473.0,476.0,470.0,472.0,302.616089,123480000,10847.900391,10847.900391,10682.610352,10695.69043,10695.69043,183800000.0,1948.67,1957.66,1957.66,1948.67,5.03,0
2010-05-07,454.0,463.0,453.0,460.0,294.922455,118346500,10472.700195,10472.769531,10257.320313,10364.589844,10364.589844,227700000.0,1885.52,1892.97,1898.65,1885.52,5.0,0
2010-05-10,463.0,472.0,462.0,468.0,300.051422,104538500,10399.049805,10540.519531,10362.339844,10530.700195,10530.700195,181000000.0,1920.72,1904.13,1920.72,1904.13,5.11,1
2010-05-11,476.0,480.0,457.0,460.0,294.922455,133189200,10643.240234,10643.280273,10392.469727,10411.099609,10411.099609,196900000.0,1927.57,1932.34,1932.34,1925.56,5.04,0
2010-05-12,455.0,460.0,446.0,449.0,287.869995,148771500,10465.030273,10501.719727,10345.19043,10394.030273,10394.030273,189300000.0,1950.85,1946.19,1952.85,1946.16,4.9,0
2010-05-13,455.0,468.0,454.0,462.0,296.204712,89061800,10542.769531,10638.230469,10535.94043,10620.549805,10620.549805,159600000.0,1975.94,1977.89,1979.56,1973.85,4.95,0
2010-05-14,460.0,463.0,451.0,459.0,294.281311,107158000,10453.400391,10551.69043,10390.769531,10462.509766,10462.509766,189100000.0,1932.31,1936.99,1936.99,1931.91,4.94,0
2010-05-17,453.0,455.0,449.0,453.0,290.434418,157156192,10329.370117,10331.870117,10158.299805,10235.759766,10235.759766,182400000.0,1909.24,1908.88,1909.25,1905.27,4.92,0
2010-05-18,456.0,457.0,448.0,449.0,287.869995,98849500,10313.139648,10336.530273,10197.740234,10242.639648,10242.639648,160800000.0,1923.79,1921.31,1925.63,1920.82,4.93,0
2010-05-19,444.0,452.0,440.0,452.0,289.793335,114156900,10087.330078,10186.839844,10041.929688,10186.839844,10186.839844,175000000.0,1878.02,1878.82,1881.94,1877.25,4.84,1
2010-05-20,451.0,454.0,447.0,449.0,287.869995,69325000,10121.849609,10161.700195,9999.589844,10030.30957,10030.30957,149700000.0,1839.07,1856.16,1856.16,1839.07,4.87,1
2010-05-21,440.0,447.0,438.0,444.0,284.664307,112766800,9823.839844,9829.360352,9696.629883,9784.540039,9784.540039,195000000.0,1770.5,1788.69,1791.61,1770.5,4.87,1
2010-05-24,445.0,450.0,441.0,443.0,284.023071,98749900,9754.990234,9793.459961,9693.070313,9758.400391,9758.400391,164800000.0,1823.8,1825.04,1831.01,1822.69,4.92,0
2010-05-25,443.0,444.0,435.0,437.0,280.1763,95394100,9632.139648,9642.599609,9432.089844,9459.889648,9459.889648,165300000.0,1775.5,1792.33,1792.98,1775.5,4.82,1
2010-05-26,439.0,441.0,435.0,440.0,282.09967,71966400,9567.349609,9622.400391,9477.450195,9522.660156,9522.660156,188100000.0,1827.44,1831.86,1834.0,1827.44,4.96,0
2010-05-27,436.0,447.0,435.0,445.0,285.305267,74608700,9419.299805,9642.160156,9395.290039,9639.719727,9639.719727,175100000.0,1830.04,1821.68,1830.04,1820.77,4.93,1
2010-05-28,450.0,452.0,443.0,444.0,284.664307,69075800,9806.05957,9824.849609,9699.139648,9762.980469,9762.980469,164300000.0,1870.82,1873.72,1874.42,1870.82,4.92,0
2010-06-01,442.0,448.0,440.0,446.0,285.946533,48500500,9747.259766,9747.259766,9658.44043,9711.830078,9711.830078,110400000.0,1847.11,1849.12,1849.35,1846.63,4.86,0
2010-06-02,439.0,448.0,438.0,440.0,282.09967,70690900,9604.450195,9763.410156,9560.160156,9603.240234,9603.240234,158400000.0,1847.51,1845.37,1847.51,1844.88,4.87,0
2010-06-03,445.0,449.0,444.0,446.0,285.946533,51489800,9758.820313,9920.179688,9758.820313,9914.19043,9914.19043,142600000.0,1883.85,1883.26,1885.5,1882.35,4.93,0
2010-06-04,446.0,447.0,444.0,445.0,285.305267,38820700,9909.240234,9962.419922,9868.089844,9901.19043,9901.19043,120300000.0,1867.79,1890.47,1890.47,1865.62,4.79,0
2010-06-07,436.0,438.0,427.0,428.0,274.406067,81517400,9705.360352,9714.419922,9502.620117,9520.799805,9520.799805,148400000.0,1839.96,1837.77,1843.05,1837.67,4.6,1
2010-06-08,423.0,424.0,416.0,419.0,268.635834,96656600,9448.790039,9587.650391,9434.80957,9537.94043,9537.94043,129600000.0,1802.23,1803.45,1805.47,1802.23,4.51,1
2010-06-09,416.0,421.0,410.0,412.0,264.147919,97397100,9475.570313,9487.910156,9378.230469,9439.129883,9439.129883,141600000.0,1804.31,1801.16,1805.16,1801.16,4.58,0
2010-06-10,415.0,417.0,412.0,416.0,266.712372,40816000,9476.780273,9544.040039,9437.469727,9542.650391,9542.650391,116500000.0,1795.95,1787.77,1795.95,1786.28,4.55,1
2010-06-11,425.0,432.0,424.0,429.0,275.047211,107571200,9701.320313,9764.730469,9673.599609,9705.25,9705.25,222400000.0,1816.13,1828.17,1830.34,1816.13,4.64,1
2010-06-14,430.0,431.0,427.0,429.0,275.047211,45513800,9824.929688,9882.049805,9819.950195,9879.849609,9879.849609,97300000.0,1863.69,1855.1,1863.69,1854.82,4.74,0
2010-06-15,430.0,432.0,427.0,428.0,274.406067,41987100,9845.650391,9911.730469,9826.44043,9887.889648,9887.889648,101700000.0,1854.14,1851.56,1854.14,1851.52,4.72,1
2010-06-16,433.0,434.0,429.0,431.0,276.329498,40819000,10043.099609,10109.860352,10033.240234,10067.150391,10067.150391,120300000.0,1892.09,1890.44,1894.52,1889.07,4.7,1
2010-06-17,426.0,429.0,423.0,426.0,273.12384,42673500,10009.25,10053.450195,9989.209961,9999.400391,9999.400391,97600000.0,1913.77,1912.21,1913.77,1908.18,4.72,0
2010-06-18,425.0,426.0,416.0,420.0,269.276947,51813900,10027.980469,10029.110352,9965.160156,9995.019531,9995.019531,98500000.0,1912.73,1912.61,1912.73,1911.13,4.68,0
2010-06-21,425.0,432.0,423.0,428.0,274.406067,52861800,10109.269531,10251.900391,10109.269531,10238.009766,10238.009766,123000000.0,1930.38,1928.43,1931.53,1927.39,4.71,0
2010-06-22,429.0,436.0,426.0,431.0,276.329498,61835800,10131.910156,10183.889648,10105.480469,10112.889648,10112.889648,114900000.0,1901.2,1898.36,1901.2,1897.67,4.73,0
2010-06-23,426.0,432.0,425.0,428.0,274.406067,38164300,9973.0,9975.009766,9912.799805,9923.700195,9923.700195,102600000.0,1882.93,1886.49,1887.55,1882.93,4.71,1
2010-06-24,429.0,430.0,420.0,421.0,269.91803,73509200,9902.620117,10009.370117,9893.75,9928.339844,9928.339844,94900000.0,1868.93,1868.34,1874.19,1866.43,4.7,0
2010-06-25,418.0,426.0,416.0,419.0,268.635834,71262500,9778.700195,9794.980469,9697.870117,9737.480469,9737.480469,129300000.0,1849.27,1848.77,1849.3,1846.33,4.69,1
2010-06-28,417.0,418.0,408.0,411.0,263.506683,66856500,9758.910156,9762.230469,9679.169922,9693.94043,9693.94043,91600000.0,1842.22,1841.16,1842.65,1840.64,4.64,0
2010-06-29,409.0,414.0,405.0,407.0,260.9422,60592200,9718.400391,9760.019531,9548.980469,9570.669922,9570.669922,106800000.0,1813.88,1822.76,1822.94,1813.88,4.51,0
2010-06-30,402.0,405.0,399.0,405.0,259.659912,74253100,9396.450195,9420.139648,9347.070313,9382.639648,9382.639648,131000000.0,1762.19,1767.33,1767.33,1762.19,4.55,1
2010-07-01,402.0,404.0,401.0,401.0,257.095337,54550500,9296.860352,9297.450195,9147.679688,9191.599609,9191.599609,125400000.0,1744.28,1741.4,1744.95,1738.26,4.53,1
2010-07-02,402.0,404.0,398.0,402.0,257.736542,50688700,9234.55957,9259.139648,9160.469727,9203.709961,9203.709961,115700000.0,1739.53,1735.52,1739.62,1733.8,4.54,1
2010-07-06,402.0,418.0,400.0,418.0,267.99472,68551100,9158.280273,9351.110352,9091.700195,9338.040039,9338.040039,137400000.0,1747.87,1735.83,1747.87,1735.81,4.79,0
2010-07-07,417.0,423.0,411.0,414.0,265.430176,72131400,9322.55957,9329.639648,9223.799805,9279.650391,9279.650391,120800000.0,1739.99,1734.95,1740.4,1734.11,4.72,1
2010-07-08,424.0,430.0,424.0,428.0,274.406067,82440100,9462.820313,9545.990234,9456.19043,9535.740234,9535.740234,118200000.0,1803.16,1792.14,1803.49,1791.88,4.84,1
2010-07-09,430.0,430.0,422.0,426.0,273.12384,45231700,9601.620117,9610.589844,9516.969727,9585.320313,9585.320313,125200000.0,1797.95,1797.12,1798.85,1796.13,4.82,1
2010-07-12,422.0,425.0,414.0,417.0,267.353546,87861200,9540.469727,9632.889648,9533.55957,9548.110352,9548.110352,123600000.0,1816.12,1816.4,1818.76,1816.12,4.7,0
2010-07-13,417.0,421.0,412.0,420.0,269.276947,67463200,9592.870117,9629.980469,9502.240234,9537.230469,9537.230469,149700000.0,1830.19,1827.0,1830.2,1827.0,4.78,1
2010-07-14,427.0,430.0,421.0,423.0,271.200378,86643000,9707.5,9807.360352,9693.330078,9795.240234,9795.240234,193300000.0,1848.48,1850.82,1850.82,1843.72,4.79,0
2010-07-15,420.0,421.0,410.0,412.0,264.147919,58085700,9701.139648,9726.94043,9667.0,9685.530273,9685.530273,115900000.0,1845.58,1851.44,1852.9,1845.58,4.71,1
2010-07-16,411.0,414.0,404.0,407.0,260.9422,63155000,9600.879883,9636.839844,9392.209961,9408.360352,9408.360352,134000000.0,1853.1,1852.28,1853.34,1848.75,4.7,0
2010-07-21,401.0,403.0,396.0,400.0,256.454224,60494300,9404.070313,9404.070313,9230.839844,9278.830078,9278.830078,166600000.0,1859.85,1854.44,1865.12,1854.3,4.6,0
2010-07-22,399.0,402.0,397.0,400.0,256.454224,47935100,9216.280273,9254.19043,9176.120117,9220.879883,9220.879883,229600000.0,1836.15,1830.53,1836.15,1829.39,4.66,0
2010-07-23,403.0,409.0,403.0,407.0,260.9422,54275600,9380.120117,9474.110352,9367.299805,9430.959961,9430.959961,157500000.0,1852.86,1859.55,1859.71,1852.86,4.66,0
2010-07-26,412.0,413.0,408.0,408.0,261.583282,32567300,9520.730469,9561.820313,9493.610352,9503.660156,9503.660156,90400000.0,1875.98,1876.36,1880.28,1875.43,4.66,1
2010-07-27,411.0,423.0,410.0,418.0,267.99472,73817400,9512.669922,9541.589844,9487.650391,9496.849609,9496.849609,130700000.0,1896.22,1893.24,1898.56,1893.24,4.81,1
2010-07-28,428.0,439.0,428.0,433.0,277.611694,113117300,9614.469727,9760.30957,9614.469727,9753.269531,9753.269531,148200000.0,1888.32,1892.6,1892.82,1887.9,4.95,1
2010-07-29,437.0,440.0,431.0,433.0,277.611694,70958700,9653.509766,9732.759766,9648.969727,9696.019531,9696.019531,148200000.0,1880.27,1876.19,1880.27,1875.61,5.0,0
2010-07-30,433.0,433.0,422.0,429.0,275.047211,64575000,9658.610352,9658.610352,9505.639648,9537.299805,9537.299805,166200000.0,1845.27,1856.2,1856.3,1845.27,4.91,1
2010-08-02,431.0,434.0,425.0,427.0,273.764923,47776500,9574.639648,9676.410156,9548.860352,9570.30957,9570.30957,135600000.0,1882.08,1870.36,1882.08,1870.36,5.0,1
2010-08-03,436.0,439.0,427.0,427.0,273.764923,67767300,9716.570313,9750.879883,9632.860352,9694.009766,9694.009766,138600000.0,1897.61,1900.84,1901.37,1897.49,4.97,0
2010-08-04,427.0,433.0,425.0,430.0,275.688324,56825900,9606.820313,9613.129883,9474.669922,9489.339844,9489.339844,119300000.0,1898.36,1893.0,1898.4,1893.0,4.98,1
2010-08-05,434.0,437.0,429.0,433.0,277.611694,54742100,9640.339844,9688.870117,9578.30957,9653.919922,9653.919922,128800000.0,1902.66,1911.52,1911.83,1902.66,5.02,0
2010-08-06,431.0,435.0,430.0,434.0,278.252838,31110600,9560.650391,9658.040039,9545.410156,9642.120117,9642.120117,112100000.0,1891.02,1902.61,1903.33,1891.02,5.01,1
2010-08-09,432.0,433.0,429.0,432.0,276.970581,20503500,9535.509766,9572.830078,9523.629883,9572.490234,9572.490234,87800000.0,1909.56,1906.69,1909.56,1906.69,5.06,0
2010-08-10,436.0,436.0,427.0,430.0,275.688324,36131200,9629.969727,9667.040039,9505.339844,9551.049805,9551.049805,107100000.0,1901.56,1908.92,1908.92,1901.56,4.98,1
