Date,SMFG_Nikkei_CO,SMFG_Nikkei_HL,Nikkei_HL,Nikkei_CO,NQP_CO,NQP_HL,SMFG_ADR_Open,target
2006-01-27,0.015625,0.031496062992125984,0.023679207847239245,0.02367790226944265,-0.0028113298353112204,0.0038987502797441023,22.4,0
2006-01-30,-0.022222222222222223,0.030303030303030304,0.013052938608537172,-0.0038926358166812575,0.0009762827595480295,0.0018255008425389198,22.700001,0
2006-01-31,0.03007518796992481,0.03787878787878788,0.009508819700776982,0.002765610544429154,0.0007880588650785645,0.0009984177122805591,23.4,0
2006-02-01,0.007518796992481203,0.015037593984962405,0.011639518583683001,-0.006918423388806044,-0.0025275829840762003,0.0047615399574525335,23.0,0
2006-02-02,-0.022058823529411766,0.03007518796992481,0.007503848006487323,0.004686649942431194,-0.0018676861120026954,0.001888723211414214,22.4,0
2006-02-03,0.0,0.015151515151515152,0.005868616366566314,0.003821937865031963,-0.006506845248696871,0.009118395449782978,22.5,0
2006-02-06,-0.022388059701492536,0.030534351145038167,0.012014562179101922,0.000688882542658355,-0.0026021212684441343,0.0032523551018689644,21.799999,0
2006-02-07,-0.022900763358778626,0.031496062992125984,0.005295238364133015,-0.0028130648539352455,0.0007128789434892788,0.002327226127798043,21.200001,0
2006-02-08,-0.007936507936507936,0.024,0.02520976728267556,-0.02030596286523308,0.0016068269080316343,0.002527942796265895,21.6,0
2006-02-09,0.007874015748031496,0.032,0.011562325105966026,-0.00030832423789320834,0.00023285667373203575,0.0019170702866050156,22.0,0
2006-02-10,-0.031007751937984496,0.04032258064516129,0.02700715996068802,-0.01619738718949497,0.000942917240879056,0.0015235607791925017,21.5,0
2006-02-13,-0.016,0.016260162601626018,0.01979318923016759,-0.01940902276971401,-0.0030933056764873247,0.004288418849687681,20.799999,0
2006-02-14,0.024390243902439025,0.03278688524590164,0.03141818458365036,0.021437400105768233,0.0011106053709603564,0.0016446669701107792,21.6,0
2006-02-15,-0.015625,0.032,0.023844486769778496,-0.022702061237918642,-0.0016679211199759035,0.0022678198771999606,21.5,0
2006-02-16,0.007874015748031496,0.023809523809523808,0.016866569561923964,0.008948282479064621,0.0016834715332128421,0.004399335317816053,22.0,0
2006-02-17,-0.023622047244094488,0.03225806451612903,0.027210054730971593,-0.022704813836165554,-0.001884466778865565,0.0022569609426969224,21.200001,0
2006-02-21,0.024193548387096774,0.024193548387096774,0.020626457652314825,0.0187216261754895,-0.000328105518734798,0.0007877116975186702,21.200001,0
2006-02-22,-0.015748031496062992,0.024193548387096774,0.015503267657881348,-0.00635029045771372,0.0010508134745691117,0.0017102074608555432,21.299999,0
2006-02-23,0.0,0.024,0.012810427427614743,0.011768874258388063,-0.0004295173894887713,0.001098336974559124,21.700001,0
2006-02-24,0.007874015748031496,0.023809523809523808,0.01072740223775895,0.004193428011121412,-0.0010749541651487644,0.0016744108166938487,22.200001,0
2006-02-27,0.0,0.032,0.010349026259304873,0.0022777581979244294,-8.332986125570522e-05,0.0010123205364108148,22.0,0
2006-02-28,-0.007751937984496124,0.023622047244094488,0.017323000452438793,-0.0008132892258925471,-0.004676364921373493,0.004834433951099477,21.9,0
2006-03-01,-0.007874015748031496,0.015873015873015872,0.008965655739673109,-0.0038909996357428863,0.001925100440022838,0.0024631719915821043,22.200001,0
2006-03-02,-0.007874015748031496,0.015873015873015872,0.01426662108794159,-0.009894976483277147,-0.004632963089743821,0.004654527343124722,21.700001,0
2006-03-03,-0.007874015748031496,0.016,0.015240812507648508,-0.01086739339510369,-0.007977281832535977,0.011197141155449645,21.700001,0
2006-03-06,0.007936507936507936,0.016,0.01866522022317501,0.01484049816329434,-0.00213812777971371,0.0025037734173843666,21.4,0
2006-03-07,0.0,0.016,0.011892382161164162,-0.008733346019870879,-0.0011147670676231488,0.0019080648742057613,21.299999,0
2006-03-08,0.0,0.016129032258064516,0.01077022046937895,-0.0019351265360264,-0.001254319260434023,0.0016611095003382624,21.1,0
2006-03-09,0.007936507936507936,0.016,0.025842301013035723,0.02503054309479238,-0.0003421635541788593,0.0017954722872755714,21.700001,0
2006-03-10,0.0,0.031746031746031744,0.0176992723886567,0.006760601867844067,-0.001239052003741429,0.0027487563701820636,21.700001,0
2006-03-13,0.0078125,0.0078125,0.008453898353494341,0.0059589527267269425,0.0007496251874063024,0.0009854778055888738,21.200001,0
2006-03-14,-0.015503875968992248,0.023622047244094488,0.010587812271257107,-0.009923049671754312,-0.001010210994966999,0.0012534439432013904,21.4,0
2006-03-15,-0.007874015748031496,0.015873015873015872,0.004664332800399918,-0.001436711882489253,0.0011339685932259221,0.001721732419034103,21.4,0
2006-03-16,-0.024,0.03278688524590164,0.020205172161634224,-0.015805844347984644,0.001966881021364889,0.002391639863806226,21.0,0
