Date,ALI_BABA_Hangseng_CO,ALI_BABA_Hangseng_HL,Hangseng_HL,Hangseng_CO,NQP_CO,NQP_HL,ALI_BABA_ADR_Open,target
2019-11-26,0.0032085882352941584,0.013368983957219251,0.011664938437428047,-0.009931631043254667,0.00032240461301305355,0.0007884673508811557,190.389999,1
2019-11-27,0.01684208947368419,0.03169572057534516,0.004000421072687122,0.00038897921216045697,0.0009059405174454576,0.0009464544862536603,197.240005,1
2019-11-29,-0.027451009803921605,0.03696204050632913,0.015101100265869834,-0.01343888809880238,-0.001020623469361213,0.001021666205868776,199.809998,1
2019-12-02,-0.012626262626262626,0.025257701030927796,0.004488331517839828,-0.001156515503877028,-0.000659468361559897,0.0009654805049035947,198.580002,0
2019-12-03,0.004694882702580384,0.019957999578508412,0.01385486472779935,0.0028625232506211567,-0.003924686801981151,0.004732399863394777,190.970001,1
2019-12-04,-0.005263157894736842,0.016445655172413833,0.007564436790797752,-0.00033868841624166523,0.0011993228772649296,0.0026209614135566783,195.529999,0
2019-12-05,0.005224660560856653,0.015191247203496567,0.006369053086896036,-0.0031737294730273956,3.003977265900052e-05,0.0006465242710978655,196.929993,1
2019-12-06,0.00713918387131509,0.013817871458071873,0.008010092052844166,0.005813959527378928,0.004387920539097708,0.004740145534369396,201.110001,1
2019-12-09,-0.0020304263959390477,0.011734709183673489,0.007036114276221295,-0.0007256639986338896,-0.00019426176952202067,0.0007764021453029123,200.320007,0
2019-12-10,0.002051251282051243,0.014455359026154264,0.006509470747738909,0.0021846517432543826,0.0035114322492721534,0.004687108232971177,200.710007,0
2019-12-11,0.007135621923582453,0.015353122272869672,0.011210209532221386,0.008910982332514398,0.0011653632526901962,0.0012670877541945823,201.100006,1
2019-12-12,0.0030059668435079537,0.008015986732986313,0.007863532756290224,0.0058201626199190365,-0.0003110723892863072,0.0008893954495382472,203.710007,1
2019-12-13,-0.003944787910086982,0.0180541931209888,0.010308240184991064,0.007028675966391479,-0.0020813445061226244,0.0049342144177012956,205.759995,0
2019-12-16,-0.002976220149517295,0.014000015000000018,0.008830726400594563,-0.0008140119503823662,0.0007392361930041376,0.0015981582458278096,206.330002,1
2019-12-17,0.0029527854766651773,0.017804184240418203,0.012018864719872374,0.007709597162327498,0.001564382932010571,0.0016332625586224598,208.690002,0
2019-12-18,-0.005888110806357526,0.010912683206963774,0.0,0.0,0.00015731277158306334,0.0008541520763586235,208.529999,1
2019-12-19,0.0039215833333333516,0.013820275997425116,0.008438555944785956,-0.003880107468965527,-0.00010130214003691128,0.0006860548005198896,209.610001,1
2019-12-20,0.00975609756097561,0.017578080797196027,0.007889479694039045,0.0013220557532804915,0.006345402039172527,0.006502422516458343,211.350006,1
2019-12-23,-0.002870842105263194,0.011549537850584114,0.006990244456888414,-0.00421804073073228,0.0008679228364867026,0.0008943772639641646,213.25,1
2019-12-24,0.0028598236006697705,0.009569377990430622,0.004628161042448089,-0.0013368032164858103,0.00038605691122306306,0.0007721138224461261,215.009995,0
2019-12-27,0.008530819905213288,0.013282746490283511,0.00805304457249754,0.006840339967485736,-0.00021353372185860657,0.0007885808045340772,217.990005,0
2019-12-30,-0.001895706161137405,0.007604591471613862,0.009001184239802236,0.002439256071259343,-5.8161481361550955e-05,0.0005645831836331223,215.779999,0
2019-12-31,-0.002887420555042088,0.009699321188641918,0.006208307354687168,-0.001829924638056099,-0.0020165807752634012,0.002027563814721493,212.0,1
2020-01-02,0.009615384615384616,0.014423076923076924,0.010534204369489064,0.010412635713449773,0.0010187472254790078,0.0017404072712372798,216.600006,1
2020-01-03,-0.013953488372093023,0.01799243870254413,0.016009854318753878,-0.013072522445616973,-0.003045649486458989,0.003819262635907179,216.350006,1
2020-01-06,0.0,0.01242832713807356,0.011177616274495825,-0.0035412263075212595,-0.0025777646640386814,0.002920379247993878,214.889999,1
2020-01-07,0.0037771623638740166,0.011342126332453848,0.007394892621105081,-0.0010799381694054997,-0.000777098928415476,0.0017908046418560603,217.639999,0
2020-01-08,0.0038095380952381133,0.01828682841741828,0.012236420564817036,0.0031550417454086327,-0.001994795694311962,0.002412939600716747,216.600006,1
2020-01-09,0.007476663551401905,0.012195150265410218,0.008301270647680041,0.0068158485576000835,0.0017045631903535607,0.0020374002906111684,221.5,1
2020-01-10,0.006463499359275144,0.012014815490244458,0.005643754309333971,-0.0009398665212374738,-2.8806215051714722e-05,0.0016074637793703024,223.899994,0
2020-01-13,0.013648771424266086,0.022768669687559116,0.010447901098425269,0.006345334689170282,0.00041547984589472385,0.0005844366519555738,228.809998,1
2020-01-14,-0.0062221955555555215,0.020646278896145207,0.012470751976845277,-0.009070083750107457,-0.000396716946866417,0.0007045444772643185,230.050003,0
2020-01-15,0.0027248229254063414,0.015582076291229333,0.012354689135251732,-0.004066324567668913,-0.00037485403913534073,0.0015803701853804811,226.649994,0
