Date,ICIC_NSE_CO,ICIC_NSE_HL,NSE_HL,NSE_CO,NQP_CO,NQP_HL,ICIC_ADR_Open,target
2007-09-17,-0.014151990389392244,0.024806414685619206,0.01476732559706478,-0.005267357605565072,-0.0013930507812108383,0.001721256768352995,8.130909,0
2007-09-18,0.03301685205006591,0.04372189080818321,0.015675380851870285,0.01159299879038886,0.0023940290099985872,0.003339569879493884,8.210909,1
2007-09-19,0.03569152507560047,0.041489379429606475,0.04148123729465414,0.040019800670292816,0.0039918593531617945,0.004100189805437116,8.74,0
2007-09-20,-0.0029896583213935785,0.022484225496011524,0.008409009843805586,0.0026821772045886134,-0.0011386335415919943,0.001272595948329616,8.727273,1
2007-09-21,-0.0010857708529177716,0.02043373923510577,0.025772650352648703,0.017799389122359465,0.003180390369640641,0.004016379373758589,8.943636,1
2007-09-24,0.021846153203944733,0.02461545126627499,0.02150026402055464,0.01965006148779886,-0.0015606919553865927,0.0033697414746025785,9.227273,1
2007-09-25,-0.006701610670732035,0.040675165054937325,0.015528428097083106,-5.0616508076285604e-05,-0.00043891947778318174,0.0022072791377937863,9.147273,1
2007-09-26,0.022761457651893975,0.03903030412610162,0.010242680336328521,0.0005873100175072362,0.0019421852221283122,0.0019421852221283122,9.454545,1
2007-09-27,-0.011298099826183104,0.02939725871999231,0.014910818801948346,0.011704049956038107,0.0037095995449049025,0.003877562729498225,9.516364,1
2007-09-28,0.021538438610947078,0.04177216991729715,0.011878355168913937,0.004983518703922463,0.001252473874924656,0.0023967736842861673,9.645455,0
2007-10-01,-0.009550600369270452,0.03188405698522722,0.017585193053205803,0.009449406551827213,0.0015355178187036768,0.002974850299401215,9.585455,1
2007-10-03,0.023116768954926283,0.07180952537995468,0.045131789959161964,0.027973920891694544,-0.0022530517965249127,0.002258139501786216,10.056364,0
2007-10-04,-0.011019531651098686,0.06090369255947041,0.020883584255381664,-0.0005756334474517817,0.0019910095701510385,0.002310116504023751,9.727273,0
2007-10-05,-0.030495807981196846,0.05268298269696746,0.016274528996030525,-0.004281713164868161,0.005989696774560167,0.005989696774560167,9.72,1
2007-10-08,-0.01807692904881647,0.046653329670329646,0.04468875167918795,-0.019503475921908917,-0.0015660142381828152,0.003698838173500692,9.545455,1
2007-10-09,0.04345873836649954,0.08205129362261719,0.06953678529885858,0.052265138439746665,0.0004330958984897184,0.0031194480976441535,9.736364,1
2007-10-10,0.016666634979423584,0.02374169818607179,0.023751263633273102,0.021264471736703823,0.0023410354012479043,0.002373370324114867,10.089091,0
2007-10-11,0.052669676159522526,0.06009749630378139,0.020002765359266258,0.015802864099115715,0.0028846946344678547,0.0028846946344678547,10.129091,0
2007-10-12,-0.007525862936062568,0.03726059932216403,0.027153537988922564,-0.017564622450382972,0.004608359414719748,0.006180567883470844,9.781818,1
2007-10-15,0.03533022707155748,0.04080194901744681,0.04847875509712688,0.0445899397846834,-0.0018241834607367305,0.005304698972100037,10.154545,1
2007-10-16,0.05422729500000003,0.09118577601666836,0.023286020034100085,-0.00045851834356471616,0.0018102756471267258,0.002811192468619238,10.472727,0
2007-10-17,0.053867941590246424,0.12946080199577104,0.10800229437480624,-0.017600611200915436,0.004528718703976293,0.004528718703976293,10.2,0
2007-10-18,-0.07289800618597515,0.13524183580677318,0.08864913451322473,-0.036046926639296914,0.0011063068710876337,0.0022381895123517437,9.490909,1
2007-10-19,-0.016254671680573252,0.08490464956067464,0.056666849218405424,-0.02705985436550496,-0.0008027256183496774,0.0026061908463263102,9.709091,1
2007-10-22,0.061243899150755704,0.0858913947163429,0.034806445288022174,-0.00360386334150209,-0.0019065373045800119,0.00322375097349724,9.774545,1
2007-10-23,0.025116264372958233,0.03255811745159527,0.060200681128549864,0.05561884574579593,-0.0026522651716425877,0.0055708135221753385,10.490909,1
2007-10-24,-0.01354258892380652,0.04201063086113918,0.029246780615231296,0.0033864838009575013,0.002371794871794797,0.003411172161172078,10.663636,0
2007-10-25,0.04629799016523569,0.07798164174732794,0.024984988000671633,0.012711357867034395,0.0015854739516226,0.005831196903433261,10.818182,0
2007-10-26,0.07930013666493876,0.09066123451461953,0.036919441062492855,0.024810137035539317,0.007338350539974663,0.007338350539974663,11.038182,1
2007-10-29,0.02524579922456223,0.06398995025994043,0.03741528169466929,0.03450752393311099,0.0006446750746824625,0.0014583021002276206,12.038182,1
2007-10-30,-0.008831182417582437,0.07591571410582289,0.024357651037393457,-0.008246623451950761,-0.0025993029142185754,0.004542410256644018,12.181818,0
2007-10-31,0.010515707290590674,0.047297331623916174,0.015517069255255466,0.005409872468463852,0.0014972159021517143,0.0016603254599825703,12.363636,1
2007-11-01,0.022283497131130713,0.06290325201873069,0.02993729770476032,-0.0063263679720927295,-0.0037603252076245735,0.004298626240074981,12.543636,0
2007-11-02,0.07307253563720854,0.09142395824300162,0.04033775211095069,0.013245395305080657,0.005991074799728911,0.007293955981453306,12.685455,0
2007-11-05,-0.04511785842204678,0.06387229568140389,0.02215782954645207,-0.014261888837921335,-0.0028883489634186394,0.0042365152040276365,11.896364,1
2007-11-06,-0.044328171173780656,0.06748822563945227,0.03424508777371468,-0.010364128710696804,-0.00033913633280578795,0.0017740285835830278,12.18,1
2007-11-07,-0.05277273282096431,0.07202674610349413,0.020376772970330758,-8.613032796814335e-06,-0.000778643440155276,0.0021248159474459415,11.681818,1
2007-11-08,0.0017566349132713654,0.030224504108984408,0.023739284544206783,-0.01393764084194273,-0.00040155452371935996,0.0018443617537616367,11.636364,1
2007-11-12,0.041179922548921666,0.07195566683460265,0.033427676494751236,-0.007684697602179917,0.0005657193736749086,0.004295883932310283,10.910909,0
2007-11-13,0.025065444714328117,0.08054055052008796,0.02991093731109667,0.014797687697635897,0.005039859343469733,0.005789499975023686,10.907273,1
2007-11-14,0.03664816784490166,0.08007290909997818,0.04388564987284365,0.04101538390098088,0.006109881651111457,0.008650444075384628,12.136364,0
2007-11-15,-0.029960894482908496,0.05909290518543081,0.01209371217510945,-0.0051491907711828395,-0.003954310100130144,0.007833579517479115,11.46,0
2007-11-16,0.008305777272727254,0.032531121144814996,0.022458470313358136,-0.0010653888544021933,0.0011640871739204642,0.004344599476092376,11.418182,1
2007-11-19,-0.030448962009428704,0.05263154356179165,0.014930944876231677,-6.768781801079283e-05,-0.0005185757756621358,0.0015382881889840305,11.172727,0
2007-11-20,-0.00896706460217184,0.056768529417822726,0.02917064451306098,-0.022051190188200447,-0.002336861536044612,0.0035621203237932975,10.874545,1
2007-11-21,-0.05834043668070597,0.08796300936214099,0.046864352207579896,-0.03768083466251865,-0.001811810023032257,0.004346894114245563,10.545455,0
2007-11-23,0.008363217584035108,0.04486488868078962,0.022457971440228458,0.015259905503988164,0.0049008665803558,0.00490585130657348,10.2,1
2007-11-26,-0.006953408777808222,0.025417861401397165,0.029167598982397326,0.02145677368596788,-0.002805874677471587,0.003177788927914385,10.674545,0
2007-11-27,-0.010962119726227806,0.03606334124616602,0.015550906265650144,-0.005428301784701294,0.0055150462673346015,0.0055150462673346015,10.241818,1
