Date,MUFG_ADR_Nikkei_CO,MUFG_ADR_Nikkei_HL,Nikkei_HL,Nikkei_CO,NQP_CO,NQP_HL,MUFG_ADR_ADR_Open,target
2005-10-21,0.028985507246376812,0.028985507246376812,0.018989268341920648,0.010254909275701166,0.005322756061672423,0.008023718958517567,12.59,0
2005-10-24,-0.0070921985815602835,0.02158273381294964,0.012321310224494472,-0.0095394917865936,0.0018004443649921702,0.003448672261179504,12.24,1
2005-10-25,0.0,0.014285714285714285,0.008895483770363156,0.003984012249148333,-0.003284712870788726,0.003390237127200113,12.2,0
2005-10-26,0.014285714285714285,0.02158273381294964,0.00907680680955555,0.0077914367799974925,-0.0019215331812119335,0.0021532206481194725,12.25,1
2005-10-27,0.0,0.013986013986013986,0.00848393794557873,-0.0017588082692112836,-0.0020762300234290062,0.002214163008207685,12.5,0
2005-10-28,-0.006944444444444444,0.02097902097902098,0.007578622599403384,0.00012067137389621553,0.005596833011564271,0.006326315652592306,12.47,1
2005-10-31,0.0,0.02097902097902098,0.01117931784695482,0.01088483449489546,0.0009306206276875975,0.001559721945865494,12.6,1
2005-11-01,0.02702702702702703,0.02702702702702703,0.011785085656099198,0.010908886175779915,-0.0024618664500900243,0.0032566659881945164,13.0,1
2005-11-02,0.06040268456375839,0.08108108108108109,0.00866902135296466,0.002140674415402934,-0.0013355805005246346,0.0015987770311156348,13.48,1
2005-11-04,0.0,0.024539877300613498,0.008622263268245174,0.002516274433156132,6.167357410691055e-06,0.001951605133462527,13.92,1
2005-11-07,-0.011976047904191617,0.036585365853658534,0.008212965546834499,-0.001598307769351033,0.0010074514549688245,0.002834812232122481,14.15,0
2005-11-08,-0.024096385542168676,0.037267080745341616,0.0063571180042432795,-0.0022071573053776983,-0.0026089945855688836,0.003344522804964469,13.88,0
2005-11-09,-0.006369426751592357,0.02564102564102564,0.013243098170932617,0.005925283487739703,-0.0006263086473575189,0.0008540339278802756,13.29,1
2005-11-10,0.006493506493506494,0.060810810810810814,0.009992835401947519,0.001606869963369098,0.0020786185181541554,0.002964894906162882,13.25,1
2005-11-11,-0.018867924528301886,0.03225806451612903,0.005111827090727545,-0.0010776395409242794,0.0021940457719161477,0.0028668056633048985,13.4,0
2005-11-14,-0.025477707006369428,0.03289473684210526,0.008030196160640888,-0.007221443981698379,0.0001270194581713047,0.0011315228966985494,12.99,1
2005-11-15,-0.006578947368421052,0.02666666666666667,0.007036685047324333,0.0015564759175381037,-0.00013924962614503646,0.0007148915545862497,12.76,0
2005-11-16,0.02702702702702703,0.033783783783783786,0.011076926936089844,0.00962755656254329,0.0008984289634072422,0.001682458697764809,12.8,1
2005-11-17,0.013071895424836602,0.033112582781456956,0.019710001741831615,0.015431068598774692,0.0026469735060915935,0.0034283226613942286,13.18,1
2005-11-18,-0.012422360248447204,0.02531645569620253,0.006227786867422505,0.005524379966680672,0.006807546719918973,0.007029656924122612,13.46,0
2005-11-21,-0.018867924528301886,0.03896103896103896,0.014917206564682909,-0.0026394351000479884,-0.002158863831002063,0.0026347005561483737,13.2,0
2005-11-22,-0.013071895424836602,0.02666666666666667,0.007726944416786408,-0.0012032919884144664,-0.002499020573884366,0.0026838049332024104,12.68,1
2005-11-25,0.04697986577181208,0.07482993197278912,0.011709316839545274,0.006153581138259025,0.0024640269746109937,0.0025526747078867197,13.34,0
2005-11-28,-0.019230769230769232,0.03289473684210526,0.011145136707878662,0.009386065019881127,-0.001596084897633468,0.0035616679890681157,12.95,0
2005-11-29,0.013071895424836602,0.033112582781456956,0.008545167225729965,0.0018160661313376078,0.004026161153177918,0.004026161153177918,13.08,0
2005-11-30,-0.025806451612903226,0.033112582781456956,0.009486848861169614,-0.00728836366686729,-0.00020882681097588292,0.0008000334342330236,12.7,0
2005-12-01,0.013071895424836602,0.026490066225165563,0.016822398468875253,0.014465545852260347,0.004693097683305545,0.004705095594645332,13.0,1
2005-12-02,-0.006369426751592357,0.025806451612903226,0.011560189653167543,0.009754678035510807,-0.004627814864003137,0.004802153621893631,13.0,0
2005-12-05,0.019230769230769232,0.045454545454545456,0.011947614131771625,0.00893955716751604,-0.0026504712924120457,0.002657514959521413,13.18,0
2005-12-06,0.01875,0.044585987261146494,0.009682692453461894,-0.006140348333906623,0.003629603920207449,0.00398987818513504,13.39,1
2005-12-07,-0.018072289156626505,0.037037037037037035,0.005855429070162122,-0.0022988986297096813,-0.0009684292078248279,0.0009693679720821222,13.5,0
2005-12-08,-0.03067484662576687,0.06451612903225806,0.022379106543120496,-0.018570003958406918,0.002870142269475193,0.0036031892057650436,13.18,0
2005-12-09,0.0,0.0,0.02182815434557387,0.01826108248131989,0.002728018353204171,0.002757817282717936,13.45,1
2005-12-12,-0.011976047904191617,0.030303030303030304,0.013926155615612116,0.012157817008504615,0.0010849632350772849,0.0017158929424320008,13.74,1
2005-12-13,0.0,0.018404907975460124,0.00741793020193281,0.0015583534074226177,-0.0015374918265520126,0.0015398593477131614,13.8,1
2005-12-14,-0.017964071856287425,0.04294478527607362,0.02837864129654674,-0.022338549795682925,-0.0006520053570170622,0.001081971069034544,13.91,0
2005-12-15,0.006172839506172839,0.024844720496894408,0.014088303008306428,-0.007923189740813302,0.001639806749656148,0.0031491335468072546,13.87,0
2005-12-16,0.0,0.024844720496894408,0.017880814404285156,-0.0032144059256339398,-0.0012445477653910747,0.0027950548124959546,14.0,1
2005-12-19,0.0,0.018518518518518517,0.012863942419057653,0.009135110422345223,0.0013853695502878168,0.0019306962943660333,14.21,0
2005-12-20,0.01818181818181818,0.024390243902439025,0.018372510458056966,0.016411369480615473,-0.0003181291604391219,0.0013870041910342761,14.35,1
2005-12-21,-0.005952380952380952,0.018072289156626505,0.01898303662881505,0.015560294400115818,0.0014695738235910494,0.0016858752452318202,14.29,1
2005-12-22,0.0,0.0,0.014693737082338199,-0.002167009148911601,0.0010657597729572274,0.0011136590885957118,14.19,1
2005-12-27,0.0,0.018292682926829267,0.007295068924840097,-0.004025213844454912,0.0006824277813381896,0.0017874958430329176,14.27,0
2005-12-28,0.006097560975609756,0.012269938650306749,0.01781005457447878,0.017206589379851134,0.0007359936812249916,0.001825024981899315,14.1,0
2005-12-29,-0.01818181818181818,0.018518518518518517,0.012241931790014354,0.005949217898092906,0.0006838181043842938,0.0008877851559922609,13.9,0
2005-12-30,-0.018404907975460124,0.025157232704402517,0.01872894000367623,-0.018358916817717924,-0.0037610806757851873,0.004163733035519269,13.79,0
2006-01-04,-0.006097560975609756,0.018518518518518517,0.00681692884487628,0.0041050066368374105,0.0006424708954735113,0.0011066356491370784,14.03,1
2006-01-05,-0.006060606060606061,0.012269938650306749,0.006476445718974471,-0.0009671023256459815,0.0002239074201739889,0.00045966715383525804,14.2,0
2006-01-06,-0.012269938650306749,0.018633540372670808,0.009749810271049377,0.0012128238884190113,0.006338939955826573,0.006620149861445509,13.93,1
2006-01-10,-0.04938271604938271,0.07236842105263158,0.022494003218433995,-0.021999154173649105,-0.003112236092734197,0.00312195234550367,13.5,0
2006-01-11,0.013071895424836602,0.026490066225165563,0.022389517730496522,0.012290189061166756,0.0010248130718055967,0.0018549689120950894,13.48,1
2006-01-12,-0.006493506493506494,0.019867549668874173,0.00996539255855907,0.0011262159702313819,-0.002619988065130232,0.0028547984546480167,13.55,0
2006-01-13,-0.006535947712418301,0.019867549668874173,0.006533452740138075,3.82213295982344e-05,0.00037202168027876647,0.0009448927117276023,13.27,0
2006-01-17,-0.006535947712418301,0.03289473684210526,0.03278636972827686,-0.021428839231923465,-0.0031781243893748193,0.0031882570669187903,13.4,0
2006-01-18,0.006666666666666667,0.04794520547945205,0.04423249464425429,-0.02444796959651152,-7.607855989131403e-05,0.002331439282994563,13.12,1
2006-01-19,0.02,0.02666666666666667,0.0223569302795136,0.019464081135475056,0.003501262082843805,0.004984354825576624,13.45,1
2006-01-20,-0.01935483870967742,0.039735099337748346,0.017798706183486075,-0.009495669746753574,-0.0028621485194886558,0.002870363927353725,13.3,0
2006-01-23,0.0273972602739726,0.0273972602739726,0.016469353278570777,-0.00883748899922016,0.0005952912462422241,0.0038753460130368732,13.13,1
2006-01-24,-0.006622516556291391,0.026845637583892617,0.013881356894444008,0.01150413842529979,0.00016047452912611624,0.001111659344774839,13.2,1
2006-01-25,0.0,0.026490066225165563,0.012684143569101011,-0.0047539684639996945,-0.0008670827090731224,0.00238507087320762,13.37,0
2006-01-26,0.025974025974025976,0.025974025974025976,0.00800068289827839,0.006799377501734186,0.003949371907118446,0.005837642069146247,13.7,1
2006-01-27,0.024691358024691357,0.030864197530864196,0.023679207847239245,0.02367790226944265,-0.0028113298353112204,0.0038987502797441023,14.12,1
2006-01-30,-0.011764705882352941,0.030120481927710843,0.013052938608537172,-0.0038926358166812575,0.0009762827595480295,0.0018255008425389198,14.4,0
2006-01-31,0.005952380952380952,0.023952095808383235,0.009508819700776982,0.002765610544429154,0.0007880588650785645,0.0009984177122805591,14.42,1
2006-02-01,-0.005988023952095809,0.018072289156626505,0.011639518583683001,-0.006918423388806044,-0.0025275829840762003,0.0047615399574525335,14.25,1
2006-02-02,0.0,0.011904761904761904,0.007503848006487323,0.004686649942431194,-0.0018676861120026954,0.001888723211414214,14.29,0
2006-02-03,0.0,0.017964071856287425,0.005868616366566314,0.003821937865031963,-0.006506845248696871,0.009118395449782978,14.08,1
2006-02-06,-0.023668639053254437,0.030303030303030304,0.012014562179101922,0.000688882542658355,-0.0026021212684441343,0.0032523551018689644,13.95,0
2006-02-07,-0.005988023952095809,0.012121212121212121,0.005295238364133015,-0.0028130648539352455,0.0007128789434892788,0.002327226127798043,13.83,1
2006-02-08,-0.012269938650306749,0.018633540372670808,0.02520976728267556,-0.02030596286523308,0.0016068269080316343,0.002527942796265895,13.75,1
2006-02-09,-0.006097560975609756,0.031055900621118012,0.011562325105966026,-0.00030832423789320834,0.00023285667373203575,0.0019170702866050156,13.83,0
2006-02-10,-0.024242424242424242,0.04430379746835443,0.02700715996068802,-0.01619738718949497,0.000942917240879056,0.0015235607791925017,13.79,0
2006-02-13,0.0,0.02564102564102564,0.01979318923016759,-0.01940902276971401,-0.0030933056764873247,0.004288418849687681,13.76,0
2006-02-14,0.012578616352201259,0.03184713375796178,0.03141818458365036,0.021437400105768233,0.0011106053709603564,0.0016446669701107792,13.65,1
2006-02-15,-0.012195121951219513,0.024844720496894408,0.023844486769778496,-0.022702061237918642,-0.0016679211199759035,0.0022678198771999606,13.99,0
2006-02-16,0.012269938650306749,0.024844720496894408,0.016866569561923964,0.008948282479064621,0.0016834715332128421,0.004399335317816053,13.97,1
2006-02-17,0.0,0.018404907975460124,0.027210054730971593,-0.022704813836165554,-0.001884466778865565,0.0022569609426969224,13.51,1
2006-02-21,0.006289308176100629,0.0189873417721519,0.020626457652314825,0.0187216261754895,-0.000328105518734798,0.0007877116975186702,13.6,0
2006-02-22,-0.012422360248447204,0.02531645569620253,0.015503267657881348,-0.00635029045771372,0.0010508134745691117,0.0017102074608555432,13.5,1
2006-02-23,0.006172839506172839,0.024844720496894408,0.012810427427614743,0.011768874258388063,-0.0004295173894887713,0.001098336974559124,13.99,0
2006-02-24,0.012195121951219513,0.018292682926829267,0.01072740223775895,0.004193428011121412,-0.0010749541651487644,0.0016744108166938487,14.24,1
2006-02-27,0.011904761904761904,0.017964071856287425,0.010349026259304873,0.0022777581979244294,-8.332986125570522e-05,0.0010123205364108148,14.51,1
2006-02-28,0.01744186046511628,0.029411764705882353,0.017323000452438793,-0.0008132892258925471,-0.004676364921373493,0.004834433951099477,15.09,0
2006-03-01,-0.017241379310344827,0.029411764705882353,0.008965655739673109,-0.0038909996357428863,0.001925100440022838,0.0024631719915821043,14.88,1
2006-03-02,-0.005813953488372093,0.01764705882352941,0.01426662108794159,-0.009894976483277147,-0.004632963089743821,0.004654527343124722,14.73,0
2006-03-03,-0.011695906432748537,0.023952095808383235,0.015240812507648508,-0.01086739339510369,-0.007977281832535977,0.011197141155449645,14.67,0
2006-03-06,-0.005917159763313609,0.017964071856287425,0.01866522022317501,0.01484049816329434,-0.00213812777971371,0.0025037734173843666,14.4,0
2006-03-07,-0.005952380952380952,0.018072289156626505,0.011892382161164162,-0.008733346019870879,-0.0011147670676231488,0.0019080648742057613,14.16,0
2006-03-08,-0.006024096385542169,0.018292682926829267,0.01077022046937895,-0.0019351265360264,-0.001254319260434023,0.0016611095003382624,14.17,0
2006-03-09,0.01818181818181818,0.01818181818181818,0.025842301013035723,0.02503054309479238,-0.0003421635541788593,0.0017954722872755714,14.4,0
2006-03-10,0.005952380952380952,0.029940119760479042,0.0176992723886567,0.006760601867844067,-0.001239052003741429,0.0027487563701820636,14.32,1
2006-03-13,0.011695906432748537,0.01764705882352941,0.008453898353494341,0.0059589527267269425,0.0007496251874063024,0.0009854778055888738,14.47,1
2006-03-14,-0.011560693641618497,0.023529411764705882,0.010587812271257107,-0.009923049671754312,-0.001010210994966999,0.0012534439432013904,14.5,1
2006-03-15,-0.011695906432748537,0.01775147928994083,0.004664332800399918,-0.001436711882489253,0.0011339685932259221,0.001721732419034103,14.5,0
2006-03-16,-0.029411764705882353,0.030303030303030304,0.020205172161634224,-0.015805844347984644,0.001966881021364889,0.002391639863806226,14.19,1
2006-03-17,0.0,0.01818181818181818,0.014488084081904582,0.010325413787883344,0.0012427604742706471,0.0023513584303639654,14.45,0
2006-03-20,0.005952380952380952,0.017964071856287425,0.022564167210507743,0.01996712628461548,0.001279196475103095,0.001907571637608798,14.65,0
2006-03-22,-0.005917159763313609,0.017964071856287425,0.006432515813018031,-0.005007662394064707,-0.0033964298550377813,0.00393262818624059,14.42,1
2006-03-23,-0.011834319526627219,0.017964071856287425,0.011945110507813994,-0.006992349797812951,-0.0021471514457487213,0.0027255773920527577,14.37,0
2006-03-24,0.018072289156626505,0.018072289156626505,0.00911459954626731,0.0035978026846043825,-0.0005188423256062946,0.0009487213146054859,14.3,1
2006-03-27,0.005917159763313609,0.011904761904761904,0.006701251242337215,0.0030228872931788247,-0.0012366598293648173,0.0019942019322924612,14.48,0
2006-03-28,-0.005917159763313609,0.011976047904191617,0.013744637570848095,0.008445048694274695,-0.0003745518754346774,0.0009878894277978289,14.3,0
2006-03-29,0.017857142857142856,0.023952095808383235,0.02182342934984641,0.016078174773991285,0.0004655354552996274,0.0012354815990831987,14.42,1
2006-03-30,0.028901734104046242,0.046511627906976744,0.00890572228407003,0.0020109765355134338,-1.1726078799238867e-05,0.0009207239118450464,15.2,1
2006-03-31,0.0,0.022598870056497175,0.005815555678118371,-0.001702850903076911,0.001392301392301323,0.002697105146146767,15.38,0
2006-04-03,0.01098901098901099,0.016574585635359115,0.016461376633246563,0.01200991729179957,0.00254917093477404,0.004104383669119923,15.6,0
2006-04-04,-0.01092896174863388,0.022222222222222223,0.008334698265868854,-0.00015437019099425627,0.0005742748315265269,0.0016583650747142849,15.43,1
2006-04-05,0.01092896174863388,0.03296703296703297,0.016127527530763186,-0.005545523423343156,0.002427000820640475,0.004661936828136907,15.65,1
2006-04-06,0.026737967914438502,0.03208556149732621,0.008204313822371075,0.007126731962690068,-0.001244268301112976,0.002094162306232228,16.15,0
2006-04-07,0.005208333333333333,0.020942408376963352,0.00829153166240127,0.003685280362762794,0.0015567465719981137,0.004764176153832871,16.299999,0
2006-04-10,0.005235602094240838,0.015789473684210527,0.0060027537711565835,8.884436534658979e-05,-0.0003017483998630421,0.0009756834139627636,16.290001,0
2006-04-11,-0.010362694300518135,0.021052631578947368,0.011201823076499038,-0.0024368369250391455,0.0035795772024586115,0.00373731669975147,16.049999,0
2006-04-12,-0.021164021164021163,0.03260869565217391,0.009510018529308948,-0.007783286606740744,0.0008568427106747556,0.0011388652440635502,15.65,1
2006-04-13,-0.005405405405405406,0.022099447513812154,0.013727173777659129,-0.0019224912403647731,-0.00123639815536421,0.0020715840869478305,15.58,1
2006-04-17,-0.010869565217391304,0.016574585635359115,0.01372742121811753,-0.013541530919250812,-0.001220124464371283,0.0016541485226642632,15.6,0
2006-04-18,0.022099447513812154,0.027777777777777776,0.01904657840962522,0.015384356872825229,0.002412637738609234,0.002595977414996409,15.65,1
2006-04-19,-0.02127659574468085,0.03804347826086957,0.006289356984421964,-0.0032058507249291095,-0.004019695355466623,0.004035918518390038,15.6,1
2006-04-20,-0.005405405405405406,0.027624309392265192,0.007441527367185056,-0.004278427728033679,-0.001179862905685762,0.0023164287813394846,15.64,0
2006-04-21,0.0,0.02197802197802198,0.01281921141422581,0.004131657312221216,0.0008361059375054321,0.003354445361800861,15.78,0
2006-04-24,-0.01098901098901099,0.016666666666666666,0.020925029781189094,-0.01920596455783692,-0.0018254260790199557,0.002004607079428202,15.61,1
2006-04-25,0.011049723756906077,0.0223463687150838,0.012673747333276487,0.0024176749452458337,0.0015455407636375664,0.0018090063929935517,16.0,0
2006-04-26,-0.01092896174863388,0.033707865168539325,0.009642671564715434,0.0036896586034292495,6.453429704557725e-05,0.0007688289737013219,15.93,0
2006-04-27,-0.005494505494505495,0.016666666666666666,0.004758185021749279,-0.00025590744158869615,-0.0033228062127653767,0.0033338840634440283,15.77,1
2006-04-28,-0.011049723756906077,0.02247191011235955,0.017502159457926686,-0.007813591624096205,0.0011139709546731616,0.003493157520856232,15.71,0
2006-05-01,0.0056179775280898875,0.011299435028248588,0.0057289942570383275,-0.00024330663574418418,0.0018434586572106829,0.002202009406984187,15.82,0
2006-05-02,0.00558659217877095,0.016853932584269662,0.017053453019546472,0.01380832535794048,0.0014484271263797276,0.0018926623845180485,15.82,0
2006-05-08,0.0,0.01092896174863388,0.007343218033795444,-0.0024529287115088796,-0.003034097195935146,0.0031952054394429868,16.719999,0
2006-05-09,0.0,0.01092896174863388,0.006726300865491938,-0.0036455941618610153,0.0005436974937299774,0.0023586147966499315,16.549999,1
2006-05-10,-0.010869565217391304,0.01098901098901099,0.021898370902616014,-0.01220996840109799,-0.0018243053606512058,0.0027493302537708354,16.58,0
2006-05-11,0.0,0.01675977653631285,0.014616269173762634,-0.001493928141758219,-0.0019388981872185732,0.0024859023943786937,16.35,0
2006-05-12,-0.0056179775280898875,0.011299435028248588,0.014217711910499132,-0.0032541567937640287,-0.0010947139228257969,0.001314060446780596,16.01,0
2006-05-15,0.017142857142857144,0.022988505747126436,0.010400678975061278,0.00555196136046776,-0.0026263751737141865,0.0036547013586890036,15.93,1
2006-05-16,-0.028409090909090908,0.041176470588235294,0.02976720377143376,-0.02122920982160186,-0.0019467363179222126,0.004488061389831495,15.65,1
2006-05-17,0.0,0.041916167664670656,0.017814999583430153,0.0029922093953599557,-0.00509744387257624,0.006626132274475781,15.64,0
2006-05-18,0.0,0.0,0.014122439186867897,-0.0001286767251425536,0.0019488565255562393,0.0026711164519603527,15.03,0
2006-05-19,0.0,0.0,0.015110768042224184,0.007123572531606397,-0.0013436724955263868,0.0038603969795852275,14.99,1
2006-05-22,0.0,0.0,0.02723008944551273,-0.024404810926538015,-0.004797004064302308,0.005982330086082581,14.33,0
2006-05-23,0.006578947368421052,0.039473684210526314,0.012407211425416216,-0.00781384180330811,0.00399323351297638,0.005420735886906527,13.56,1
2006-05-24,-0.012903225806451613,0.04697986577181208,0.025707849110948564,0.014707268405535727,-0.0034748297587984703,0.00506599205284479,13.67,0
2006-05-25,-0.013333333333333334,0.027210884353741496,0.013078639843588327,-0.007310877654508597,0.005189099104217581,0.005620780467472015,13.37,1
2006-05-26,0.006711409395973154,0.020134228187919462,0.00957306951269892,0.009027724383871933,0.0031148369860362975,0.0032463478586590372,13.56,1
2006-05-30,0.0,0.0196078431372549,0.007782573533383432,-0.0038528140783051805,-0.0030969012294137246,0.0037003237783306497,13.97,0
2006-05-31,0.013245033112582781,0.019867549668874173,0.014138864560411413,-0.012358191949367504,0.0007685028167851408,0.0012258171055473392,13.58,1
2006-06-01,-0.00641025641025641,0.032679738562091505,0.015403929532364195,-0.006377502507490376,0.0013674261368312951,0.0014118034364435331,13.76,1
2006-06-02,0.00641025641025641,0.026143790849673203,0.03421372101604612,0.012117044930734953,0.005220980308563054,0.006743809417844257,14.1,0
2006-06-05,-0.0064516129032258064,0.033112582781456956,0.010382307532284613,-0.0032444173055369125,-0.0031199796550034254,0.0031297443938375596,13.51,1
2006-06-06,0.0,0.006622516556291391,0.010876171678859476,-0.007487269825533355,0.0037711255797473068,0.008124936721676714,13.29,0
2006-06-07,0.0,0.013333333333333334,0.022400548470295815,-0.012367642985249751,0.00019004421695459331,0.0010200396611695151,13.3,0
2006-06-08,0.0,0.013333333333333334,0.03401265364093524,-0.02381646513759517,-0.007935039834665442,0.008127101698075664,13.1,0
2006-06-09,0.0,0.02040816326530612,0.03031214922982581,0.015163954715942334,0.00011490217356615727,0.0013541307374903347,12.95,0
2006-06-12,0.0,0.006802721088435374,0.01811756910803289,0.010047339708245093,0.0008828115938294165,0.0013467709716083575,12.88,0
2006-06-13,-0.013793103448275862,0.035211267605633804,0.030919420483696895,-0.0294862008697156,0.00418407284899115,0.004998285548492553,12.45,0
2006-06-14,0.02877697841726619,0.02877697841726619,0.029425022193321916,0.015977828601443367,-0.00017083571517743318,0.003016452178036642,12.37,1
2006-06-15,-0.006993006993006993,0.045774647887323945,0.01221758058619427,0.0012059288693979794,1.3014817369563424e-05,0.0012307251510730573,12.73,1
2006-06-16,0.0,0.02040816326530612,0.020254324675100688,0.013623916612585073,-0.0015389702889703353,0.0029967991634467306,12.98,0
2006-06-19,-0.006802721088435374,0.020689655172413793,0.009914607124623933,0.003002812927701189,0.0013088921664399758,0.0015070338891052305,12.75,0
2006-06-20,0.006944444444444444,0.020833333333333332,0.01530856465068408,-0.010985010045383246,0.0011552933735211686,0.002169099371865056,12.85,0
2006-06-21,-0.00684931506849315,0.027972027972027972,0.015913164685990508,-0.004662627412940491,0.0014592790128558548,0.0019630253837262376,12.65,1
2006-06-22,0.013605442176870748,0.02054794520547945,0.022029169711006276,0.02184153366479328,-0.0011316676203192827,0.0021707025182694565,12.91,0
2006-06-23,0.02040816326530612,0.0410958904109589,0.01755393251019765,0.008150405706962571,-0.002956336199694025,0.0029651020381852985,12.91,0
2006-06-26,0.013333333333333334,0.026845637583892617,0.015279841441805287,0.004785730705399813,0.0006182220962881149,0.0010114480457148337,13.0,1
2006-06-27,0.0,0.01948051948051948,0.007437476665092744,0.0004074797451655461,-0.0005913204442615213,0.001055083055623382,13.19,0
2006-06-28,0.0,0.02666666666666667,0.011683797641677405,-0.007460950869206117,0.0002941387942922812,0.000928596184908249,13.29,0
2006-06-29,0.01948051948051948,0.026143790849673203,0.010804098487723622,0.009308035415535812,0.005983856595575878,0.006520678098460925,13.67,1
2006-06-30,0.0,0.012658227848101266,0.012268890361188216,0.011222784915516646,0.005232789620369944,0.00606769269664691,13.96,0
2006-07-03,0.006211180124223602,0.0125,0.006699396951821548,-0.00011105459284115087,0.001628581929711268,0.002308194725394644,14.1,1
2006-07-05,-0.006211180124223602,0.012578616352201259,0.00676297832807057,0.0012751735887483798,-0.005169722364421227,0.005426528991262884,13.9,0
2006-07-06,-0.006369426751592357,0.025806451612903226,0.011954983756570196,-0.008655952224474774,0.004104107967630366,0.0074044053316864745,13.69,0
2006-07-07,-0.0189873417721519,0.01935483870967742,0.010532080653957757,-0.007823921110730991,-0.003574677859580952,0.005410028313561295,13.63,0
2006-07-10,0.0,0.0,0.03154493689005806,0.02659417843744997,0.002169183266672699,0.0022148827089318998,14.15,1
2006-07-11,0.006134969325153374,0.024844720496894408,0.010735278083912687,-0.0007387317470202165,-0.003010741378630262,0.0031978584238843157,14.35,0
2006-07-12,-0.012195121951219513,0.018518518518518517,0.019418973931115566,-0.010132772088677569,-0.001019374652857154,0.002375638902886833,14.12,0
2006-07-13,0.018867924528301886,0.031446540880503145,0.02104075033122666,-0.0019692325845896952,-0.004006930183087951,0.0040230502646213424,14.02,0
2006-07-14,-0.0125,0.03184713375796178,0.012253713862053477,-0.004611069261653214,0.000324747813026459,0.0029836609045702663,13.5,0
2006-07-18,-0.01935483870967742,0.033112582781456956,0.02146947449624316,-0.01882126356155991,0.0019202614824145835,0.0022267468386323428,13.14,0
2006-07-19,-0.013071895424836602,0.019867549668874173,0.011704823642621664,-0.00024616339138013233,0.0010020586511063731,0.005024200695343848,12.99,1
2006-07-20,0.006493506493506494,0.0196078431372549,0.01745615058154154,0.015854781631199844,-0.00418797272824116,0.007298927928108969,13.37,0
2006-07-21,0.0196078431372549,0.0196078431372549,0.0056525959181730825,-0.00026309260466384523,-0.0037265300272323596,0.004377581848449262,13.4,0
2006-07-24,0.006493506493506494,0.02631578947368421,0.020001843016849125,0.006388858228836426,0.0028924171951110844,0.0036206991315818277,13.43,1
2006-07-25,-0.012738853503184714,0.01935483870967742,0.008696605978100253,0.0023139103245520512,2.6989642724579886e-05,0.00202827414153297,13.3,1
2006-07-26,0.0,0.0,0.015149817014130321,-0.01204733682357744,-0.0012178792751935791,0.0017717835055712698,13.14,0
2006-07-27,0.0,0.0,0.025663943841374413,0.019906626331172125,0.002557784503307668,0.002960720218637697,13.41,1
2006-07-28,0.012578616352201259,0.025477707006369428,0.013284008042851637,0.008242495679675865,0.004410701862221273,0.005922400329923665,13.8,1
2006-07-31,0.0,0.012422360248447204,0.006681706755375937,-0.00036088070001021017,-0.0028257747718534185,0.0033381558513956365,13.9,1
2006-08-01,-0.01875,0.03205128205128205,0.010173321792273794,0.0034697356446851744,-0.008603047823409038,0.008992036769814419,13.5,0
