Date,Open,High,Low,Close,Adj Close,Volume
2007-01-04,1480.0,1490.0,1480.0,1490.0,899.687805,15871000000
2007-01-05,1490.0,1500.0,1480.0,1490.0,899.687805,33826000
2007-01-09,1480.0,1520.0,1480.0,1510.0,911.764404,37776000
2007-01-10,1520.0,1520.0,1490.0,1490.0,899.687805,37657000
2007-01-11,1490.0,1500.0,1470.0,1470.0,887.611267,21103000
2007-01-12,1480.0,1520.0,1470.0,1510.0,911.764404,37697000
2007-01-15,1520.0,1550.0,1520.0,1530.0,923.840637,56265000
2007-01-16,1540.0,1550.0,1530.0,1530.0,923.840637,28208000
2007-01-17,1540.0,1550.0,1520.0,1530.0,923.840637,33724000
2007-01-18,1520.0,1530.0,1510.0,1530.0,923.840637,44384000
2007-01-19,1530.0,1530.0,1500.0,1510.0,911.764404,39746000
2007-01-22,1520.0,1550.0,1510.0,1550.0,935.917053,36781000
2007-01-23,1540.0,1550.0,1530.0,1530.0,923.840637,23241000
2007-01-24,1540.0,1550.0,1520.0,1520.0,917.802612,41292000
2007-01-25,1530.0,1540.0,1510.0,1520.0,917.802612,32559000
2007-01-26,1510.0,1520.0,1500.0,1500.0,905.726135,19067000
2007-01-29,1480.0,1490.0,1460.0,1470.0,887.611267,49003000
2007-01-30,1480.0,1480.0,1460.0,1460.0,881.573364,30938000
2007-01-31,1460.0,1470.0,1450.0,1460.0,881.573364,32512000
2007-02-01,1460.0,1470.0,1450.0,1460.0,881.573364,37207000
2007-02-02,1470.0,1480.0,1450.0,1450.0,875.535278,27670000
2007-02-05,1450.0,1450.0,1410.0,1420.0,857.420776,58359000
2007-02-06,1410.0,1420.0,1390.0,1410.0,851.382629,65450000
2007-02-07,1410.0,1420.0,1400.0,1400.0,845.344299,47448000
2007-02-08,1400.0,1410.0,1390.0,1400.0,845.344299,30533000
2007-02-09,1400.0,1460.0,1390.0,1440.0,869.496948,102663000
2007-02-13,1450.0,1480.0,1450.0,1460.0,881.573364,42014000000
2007-02-14,1480.0,1490.0,1470.0,1480.0,893.649658,41104000
2007-02-15,1490.0,1500.0,1480.0,1500.0,905.726135,39810000
2007-02-16,1480.0,1500.0,1470.0,1490.0,899.687805,31836000
2007-02-19,1490.0,1500.0,1470.0,1500.0,905.726135,17158000
2007-02-20,1500.0,1500.0,1480.0,1500.0,905.726135,28238000
2007-02-21,1480.0,1530.0,1480.0,1510.0,911.764404,60053000
2007-02-22,1530.0,1540.0,1510.0,1520.0,917.802612,45157000
2007-02-23,1530.0,1540.0,1510.0,1520.0,917.802612,46737000
2007-02-26,1530.0,1540.0,1500.0,1510.0,911.764404,31575000
2007-02-27,1500.0,1510.0,1490.0,1490.0,899.687805,25483000
2007-02-28,1430.0,1460.0,1420.0,1460.0,881.573364,61885000
2007-03-01,1450.0,1470.0,1420.0,1430.0,863.459045,50785000
2007-03-02,1430.0,1440.0,1410.0,1420.0,857.420776,28354000
2007-03-05,1400.0,1410.0,1380.0,1380.0,833.267822,69190000
2007-03-06,1380.0,1400.0,1380.0,1390.0,839.30603,59202000
2007-03-07,1410.0,1410.0,1380.0,1380.0,833.267822,46715000
2007-03-08,1390.0,1410.0,1380.0,1400.0,845.344299,33778000
2007-03-09,1400.0,1410.0,1390.0,1400.0,845.344299,43977000
2007-03-12,1410.0,1420.0,1390.0,1400.0,845.344299,24021000000
2007-03-13,1410.0,1410.0,1390.0,1390.0,839.30603,19488000000
2007-03-14,1380.0,1380.0,1360.0,1370.0,827.229614,38683000
2007-03-15,1370.0,1380.0,1330.0,1350.0,815.153381,59934000000
2007-03-16,1330.0,1340.0,1280.0,1310.0,791.000671,86388000
2007-03-19,1280.0,1300.0,1260.0,1290.0,778.924255,77432000
2007-03-20,1310.0,1330.0,1310.0,1320.0,797.039063,41299000
2007-03-22,1350.0,1370.0,1350.0,1350.0,815.153381,40474000
2007-03-23,1370.0,1380.0,1360.0,1370.0,827.229614,28535000
2007-03-26,1380.0,1380.0,1350.0,1370.0,827.229614,38478000
2007-03-27,1360.0,1370.0,1340.0,1340.0,812.674622,17304000
2007-03-28,1340.0,1360.0,1320.0,1330.0,806.609863,35494000000
2007-03-29,1310.0,1330.0,1300.0,1330.0,806.609863,37244000
2007-03-30,1330.0,1360.0,1330.0,1330.0,806.609863,33926000
2007-04-02,1350.0,1360.0,1320.0,1320.0,800.544922,23118000
2007-04-03,1330.0,1360.0,1330.0,1360.0,824.804016,29478000
