Date,Open,High,Low,Close,Adj Close,Volume
2007-01-02,28.069897,28.207157,27.795376,28.001266,14.641104,27186870.0
2007-01-03,28.001266,28.344419,27.589483,27.589483,14.425795,38309466.0
2007-01-04,27.726744,28.138527,27.589483,27.795376,14.533449,31763548.0
2007-01-05,27.795376,28.069897,27.24633,27.452223,14.354025,37265471.0
2007-01-08,27.31496,27.452223,27.040438,27.040438,14.138714,41413769.0
2007-01-09,27.24633,27.520851,26.971807,27.1777,14.210485,32649451.0
2007-01-10,26.971807,26.971807,26.422764,26.560024,13.887518,48720281.0
2007-01-11,26.560024,26.903177,26.422764,26.560024,13.887518,46523009.0
2007-01-12,26.903177,27.795376,26.903177,27.589483,14.425795,58540251.0
2007-01-15,27.864004,27.932636,27.452223,27.795376,14.533449,30132351.0
2007-01-16,27.795376,27.932636,27.520851,27.589483,14.425795,16174282.0
2007-01-17,27.452223,27.520851,27.24633,27.452223,14.354025,23928117.0
2007-01-18,27.31496,27.452223,27.10907,27.31496,14.282254,26333022.0
2007-01-19,27.1777,27.1777,26.834547,26.903177,14.066946,26974865.0
2007-01-22,27.1777,27.24633,26.765917,26.903177,14.066946,23273161.0
2007-01-23,26.903177,27.040438,26.765917,26.903177,14.066946,12904601.0
2007-01-24,28.756203,28.756203,28.756203,28.756203,15.035839,30271501.0
2007-01-25,30.746489,30.746489,29.511139,29.648399,15.502346,281338243.0
2007-01-26,29.099356,29.442509,28.824833,28.962093,15.143496,71254705.0
2007-01-29,29.099356,29.305246,28.824833,29.030725,15.179382,31526045.0
2007-01-30,29.030725,29.099356,28.48168,28.48168,14.8923,42073825.0
2007-01-31,28.55031,28.824833,28.138527,28.344419,14.82053,28889464.0
2007-02-01,28.41305,28.55031,28.207157,28.275787,14.784643,16196867.0
2007-02-02,28.48168,28.687572,28.344419,28.344419,14.82053,34600477.0
2007-02-05,28.275787,28.55031,28.069897,28.138527,14.712873,30606629.0
2007-02-06,28.138527,28.41305,28.138527,28.275787,14.784643,34849637.0
2007-02-07,28.275787,28.344419,28.069897,28.069897,14.67699,30833933.0
2007-02-08,28.207157,28.344419,27.658113,27.726744,14.497564,38672279.0
2007-02-09,27.864004,28.275787,27.795376,28.275787,14.784643,29071599.0
2007-02-12,28.069897,28.138527,27.795376,28.001266,14.641104,23669486.0
2007-02-13,27.864004,28.001266,27.383591,27.383591,14.318141,37765977.0
2007-02-14,27.589483,27.589483,27.383591,27.452223,14.354025,56932367.0
2007-02-26,28.001266,28.069897,27.520851,27.589483,14.425795,63009835.0
2007-02-27,27.795376,28.207157,27.726744,27.726744,14.497564,50640709.0
2007-03-01,27.1777,27.31496,26.903177,26.971807,14.102831,72484477.0
2007-03-02,26.628654,27.040438,26.628654,26.903177,14.066946,44822600.0
2007-03-05,26.628654,26.628654,25.393305,25.599197,13.385126,58393086.0
2007-03-06,25.667828,26.216871,25.667828,26.079611,13.636326,40564293.0
2007-03-07,26.422764,26.422764,25.805088,26.010981,13.600439,42857004.0
2007-03-08,26.079611,26.216871,25.736458,26.079611,13.636326,36615614.0
2007-03-09,26.216871,26.354134,25.94235,26.148241,13.672206,28029060.0
2007-03-12,26.285501,26.354134,26.148241,26.216871,13.708094,10074958.0
2007-03-13,26.422764,26.903177,26.354134,26.903177,14.066946,32146759.0
2007-03-14,26.285501,26.422764,26.148241,26.216871,13.708094,25921398.0
2007-03-15,26.422764,26.697287,26.422764,26.560024,13.887518,17495122.0
2007-03-16,26.628654,26.765917,26.285501,26.422764,13.815749,29690856.0
2007-03-19,26.422764,26.491394,26.216871,26.285501,13.743978,18090338.0
2007-03-20,26.422764,26.560024,26.148241,26.285501,13.743978,26993078.0
2007-03-21,26.491394,26.697287,26.354134,26.491394,13.85163,21245638.0
2007-03-22,26.971807,27.040438,26.765917,26.903177,14.066946,54105638.0
2007-03-23,26.903177,26.971807,26.628654,26.765917,13.995175,24030112.0
2007-03-26,26.903177,26.971807,26.697287,26.697287,13.959288,16989517.0
